O*NET-SOC CODE	TITLE	TASKS
51-4023.00	Rolling Machine Setters, Operators, and Tenders, Metal and Plastic	Directs and trains other workers to change rolls, operate mill equipment, remove coils and cobbles, and band and load material.
51-4023.00	Rolling Machine Setters, Operators, and Tenders, Metal and Plastic	Records mill production on schedule sheet.
51-4023.00	Rolling Machine Setters, Operators, and Tenders, Metal and Plastic	Removes scratches and polishes roll surface, using polishing stone and electric buffer.
51-4023.00	Rolling Machine Setters, Operators, and Tenders, Metal and Plastic	Disassembles sizing mills removed from rolling line, and sorts and stores parts.
51-4023.00	Rolling Machine Setters, Operators, and Tenders, Metal and Plastic	Activates shear and grinder to trim workpiece, cut steel strips, and monitor forming of gears to specified length and diameter.
51-4023.00	Rolling Machine Setters, Operators, and Tenders, Metal and Plastic	Threads or feeds sheets or rods through rolling mechanism, or starts and controls mechanism that automatically feeds steel into rollers.
51-4031.01	Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic	Turns controls to set cutting speed, feed rate, and table angle for specified operation.
51-4031.01	Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic	Starts machine and feeds workpiece against blade, guiding along layout lines, to cut workpiece to specified dimensions.
51-4031.01	Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic	Turns valves to start flow of coolant against cutting area and to start airflow which blows cuttings away from kerf.
51-4031.01	Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic	Positions guides, stops, holding blocks, or other fixtures to secure and direct workpiece, using hand tools and measuring devices.
51-4031.01	Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic	Reads work order for specifications, such as materials to be used, location of cutting lines, and dimensions and tolerances.
51-4031.01	Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic	Marks identifying data on workpieces.
51-4031.01	Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic	Examines completed workpieces for defects, such as chipped edges and marred surfaces, and sorts defective pieces according to defect.
51-4031.01	Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic	Removes housings, feed tubes, tool holders, and other accessories to replace worn or broken parts, such as springs and bushings.
51-4031.01	Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic	Sharpens dulled blades, using bench grinder, abrasive wheel, or lathe.
51-4031.01	Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic	Places workpiece on cutting table, manually or using hoist, and clamps workpiece into position.
51-4031.01	Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic	Measures completed workpiece to verify conformance to specifications, using micrometers, gauges, calipers, templates, or rulers.
51-4031.01	Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic	Replaces defective blades or wheels, using hand tools.
51-4031.01	Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic	Scribes reference lines on workpiece as guide for sawing operations, according to blueprints, templates, sample parts, or specifications.
51-4031.01	Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic	Selects blade according to specifications and installs on machine, using hand tools.
51-4031.01	Sawing Machine Tool Setters and Set-Up Operators, Metal and Plastic	Sets blade tension, height, and angle to perform prescribed cut, using wrench.
51-4031.02	Punching Machine Setters and Set-Up Operators, Metal and Plastic	Activates machine and observes operation to detect misalignment or machine malfunctions.
51-4031.02	Punching Machine Setters and Set-Up Operators, Metal and Plastic	Installs, aligns and locks specified punches, dies and cutting blades in ram or bed of machine, using gauges and hand tools.
51-4031.02	Punching Machine Setters and Set-Up Operators, Metal and Plastic	Adjusts ram stroke of press to specified length, using hand tools.
51-4031.02	Punching Machine Setters and Set-Up Operators, Metal and Plastic	Sets controls or installs gears to synchronize action of feed bar or rollers.
51-4031.02	Punching Machine Setters and Set-Up Operators, Metal and Plastic	Measures workpiece with rule or tape, or traces from template and marks location with scribe, soapstone, or centerpunch.
51-4031.02	Punching Machine Setters and Set-Up Operators, Metal and Plastic	Inspects workpieces for conformance to specifications, visually or using gauges or templates, scale, compass and adjusts machine to correct errors.
51-4031.02	Punching Machine Setters and Set-Up Operators, Metal and Plastic	Cleans and lubricates machines.
51-4031.02	Punching Machine Setters and Set-Up Operators, Metal and Plastic	Positions, aligns, and secures workpiece against fixtures or stops on machine bed or on die.
51-4031.02	Punching Machine Setters and Set-Up Operators, Metal and Plastic	Reads job order to determine location of holes or cutting lines.
51-4031.02	Punching Machine Setters and Set-Up Operators, Metal and Plastic	Sets stops or guides or installs jigs or fixtures for positioning successive workpieces.
51-4031.03	Press and Press Brake Machine Setters and Set-Up Operators, Metal and Plastic	Sets stops on machine bed, changes dies, and adjusts components, such as ram or power press, when making multiple or successive passes.
51-4031.03	Press and Press Brake Machine Setters and Set-Up Operators, Metal and Plastic	Operates power press, power brake, apron brake, swaging machine, foot-powered press, hydraulic press, or arbor press according to specifications.
51-4031.03	Press and Press Brake Machine Setters and Set-Up Operators, Metal and Plastic	Installs, aligns, and secures gears, holding fixtures, dies to machine bed, using gauges, templates, feelers, shims, and hand tools.
51-4031.03	Press and Press Brake Machine Setters and Set-Up Operators, Metal and Plastic	Plans sequence of operations, applying knowledge of physical properties of metal.
51-4031.03	Press and Press Brake Machine Setters and Set-Up Operators, Metal and Plastic	Inspects workpiece for defects.
51-4031.03	Press and Press Brake Machine Setters and Set-Up Operators, Metal and Plastic	Measures workpiece and verifies dimensions and weight, using micrometer, template, straightedge, and scale.
51-4031.03	Press and Press Brake Machine Setters and Set-Up Operators, Metal and Plastic	Selects and positions flat, block, radius, or special purpose die sets into ram and bed of machine, using hoist, crane, measuring instruments and hand tools.
51-4031.03	Press and Press Brake Machine Setters and Set-Up Operators, Metal and Plastic	Preheats workpiece, using heating furnace or hand torch.
51-4031.03	Press and Press Brake Machine Setters and Set-Up Operators, Metal and Plastic	Hand forms, cuts, or finishes workpiece, using tools, such as table saw, hand sledge and anvil, flaring tool, and gauge.
51-4031.03	Press and Press Brake Machine Setters and Set-Up Operators, Metal and Plastic	Grinds out burrs and sharp edges, using portable grinder, speed lathe, and polishing jack.
51-4031.03	Press and Press Brake Machine Setters and Set-Up Operators, Metal and Plastic	Lubricates workpiece with oil.
51-4031.03	Press and Press Brake Machine Setters and Set-Up Operators, Metal and Plastic	Lifts, positions, and secures workpiece between dies of machine, using crane and sledge.
51-4031.04	Shear and Slitter Machine Setters and Set-Up Operators, Metal and Plastic	Installs and aligns knives, disk cutters or fixtures to shear, bevel, or trim fabricated items.
51-4031.04	Shear and Slitter Machine Setters and Set-Up Operators, Metal and Plastic	Tests and adjusts cutting speed and action, according to specified length of product, using gauges and hand tools.
51-4031.04	Shear and Slitter Machine Setters and Set-Up Operators, Metal and Plastic	Starts machine, adjusts blade and controls, using wrenches, rule, gauge, or template, and monitors operation.
51-4031.04	Shear and Slitter Machine Setters and Set-Up Operators, Metal and Plastic	Selects, cleans, and installs spacers, rubber sleeves, and cutter on arbors.
51-4031.04	Shear and Slitter Machine Setters and Set-Up Operators, Metal and Plastic	Lubricates and cleans machine.
51-4031.04	Shear and Slitter Machine Setters and Set-Up Operators, Metal and Plastic	Lifts workpiece manually or by hoist, and positions and secures against guides and stops.
51-4031.04	Shear and Slitter Machine Setters and Set-Up Operators, Metal and Plastic	Lays out cutting lines on metal stock to obtain maximum number of pieces from stock.
51-4031.04	Shear and Slitter Machine Setters and Set-Up Operators, Metal and Plastic	Measures dimensions of workpiece, using tape, gauge, template, or rule and square, for conformance to specifications.
51-4031.04	Shear and Slitter Machine Setters and Set-Up Operators, Metal and Plastic	Hones cutters with oilstone to remove nicks.
51-4031.04	Shear and Slitter Machine Setters and Set-Up Operators, Metal and Plastic	Observes machine operation and examines cut strips for flatness, holes, burrs, and surface defects.
51-4031.04	Shear and Slitter Machine Setters and Set-Up Operators, Metal and Plastic	Threads end of metal coil from reel through slitter and secures ends on recoiler.
51-4031.04	Shear and Slitter Machine Setters and Set-Up Operators, Metal and Plastic	Reads production schedule to determine setup or adjustment of equipment.
51-4031.04	Shear and Slitter Machine Setters and Set-Up Operators, Metal and Plastic	Operates shear or slitter that cuts or shears metal, such as plates, sheets, slabs, billets, or bars, to size.
51-4032.00	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Operates single- or multiple-spindle drill press to bore holes to perform machining operations on metal, nonmetallic, or plastic workpieces.
51-4032.00	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Installs tool in spindle.
51-4032.00	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Selects cutting tool according to instructions and knowledge of metal properties.
51-4032.00	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Positions and secures workpiece on table with bolts, jigs, clamps, shims, or other holding devices, using machining hand tools.
51-4032.00	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Lays out reference lines and machining locations on work, applying knowledge of shop math and layout techniques, using layout tools.
51-4032.00	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Studies machining instructions to determine dimensional and finish specifications, sequence of operation, setup, and tooling requirements.
51-4032.00	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Operates tracing attachment to duplicate contours from templates or models.
51-4032.00	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Lifts workpiece either manually or with hoist onto machine table, or directs crane operator to lift and position workpiece.
51-4032.00	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Verifies conformance of machined work to specifications, using measuring instruments, such as calipers, micrometers, and fixed and telescoping gauges.
51-4033.01	Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators	Moves machine controls to index workpiece and adjust machine for pre-selected operational settings.
51-4033.01	Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators	Activates machine start-up switches to grind, lap, hone, debar, shear, or cut workpiece, according to specifications.
51-4033.01	Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators	Computes machine indexing and settings for specified dimension and base reference points.
51-4033.01	Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators	Studies blueprints, work order, or machining instructions to determine product dimensions, tooling, and to plan operational sequence.
51-4033.01	Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators	Observes and adjusts machine operation.
51-4033.01	Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators	Selects machine tooling to be used in machine operation, utilizing knowledge of machine and production requirements.
51-4033.01	Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators	Threads and hand feeds materials through machine cutters or abraders.
51-4033.01	Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators	Mounts and positions tools in machine chuck, spindle, or other tool holding device to specifications, using hand tools.
51-4033.01	Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators	Maintains stock of machine parts and machining tools.
51-4033.01	Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators	Repairs or replaces machine parts, using hand tools or notifies engineering personnel when corrective action is required.
51-4033.01	Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators	Brushes or sprays lubricating compound on workpiece or turns valve handle and directs flow of coolant against tool and workpiece.
51-4033.01	Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators	Lifts and positions workpiece manually or with hoist, and secures in hopper, on machine table, faceplate or chuck, using clamps.
51-4033.01	Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators	Inspects or measures workpiece, using measuring instruments, such as gauges or micrometers for conformance to specifications.
51-4033.01	Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators	Grinds, sharpens, or hones tools, dies, and products to prescribed dimensions, using power tools, hand tools, and precision measuring instruments.
51-4033.01	Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators	Measures workpieces and lays out work, using precision measuring devices.
51-4033.02	Buffing and Polishing Set-Up Operators	Sets and adjusts machine controls according to product specifications, utilizing knowledge of machine operation.
51-4033.02	Buffing and Polishing Set-Up Operators	Repairs or replaces machine parts to maintain machine in operational condition.
51-4033.02	Buffing and Polishing Set-Up Operators	Removes workpiece and examines finish or luster to ensure surface meets specifications.
51-4033.02	Buffing and Polishing Set-Up Operators	Holds stick of buffing compound or turns valve and depresses pedal to administer coolant to workpiece surface.
51-4033.02	Buffing and Polishing Set-Up Operators	Selects and attaches workpiece holding fixture to drive mechanism, and positions or clamps workpiece to fixture.
51-4033.02	Buffing and Polishing Set-Up Operators	Reads work order to determine parts to be buffed or polished.
51-4033.02	Buffing and Polishing Set-Up Operators	Selects buffing or polishing tools and positions and mounts tools to machine tool, chuck, or jig, using hand tools.
51-4033.02	Buffing and Polishing Set-Up Operators	Starts and observes machine operation for conformance to specifications.
51-4034.00	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Moves controls to set cutting speeds and depths, and feed rates and to position tool in relation to workplace.
51-4034.00	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Cranks machine through cycle, stopping to adjust tool positions and machine controls, to ensure specified timing, clearance, and tolerances.
51-4034.00	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Installs holding fixtures, cams, gears, and stops to control stock and tool movement, using hand tools, power tools, and measuring instruments.
51-4034.00	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Selects cutting tools and tooling instructions, according to knowledge of metal properties and shop mathematics, or written specifications.
51-4034.00	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Observes operation and stops machine to inspect finished workpiece and verify conformance with specifications of first-run, using measuring instruments.
51-4034.00	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Studies blueprint, layout, or chart, to visualize work and determine materials needed, sequence of operations, dimensions, and tooling instructions.
51-4034.00	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Lifts metal stock or workpiece manually or using hoist, and positions and secures it in machine, using fasteners and hand tools.
51-4034.00	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Replaces worn tools and sharpens dull cutting tools and dies.
51-4034.00	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Computes unspecified dimensions and machine settings, using knowledge of metal properties and shop mathematics.
51-4034.00	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Mounts attachments, such as relieving or tracing attachments, to perform operations, such as duplicating contours of template or trimming workpiece.
51-4034.00	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Positions, secures, and aligns cutting tools in toolholders on machine, using hand tools, and verifies their position with measuring instruments.
51-4034.00	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Moves toolholder manually or by turning handwheel, or engages automatic feeding mechanism, to feed tools to and along workpiece.
51-4034.00	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	Starts machine, and turns valve handle to direct flow of coolant on work area or coats disk with spinning compound.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Selects and installs cutting tool, stylus, and other accessories according to specifications, using hand tools or power tools.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Moves controls to set cutting specifications, position cutting tool and workpiece in relation to each other, and start machine.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Observes machine operation and adjusts controls to ensure conformance with specified tolerances.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Turns valve to begin and regulate the flow of coolant on work area.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Verifies alignment of workpiece on machine, using measuring instruments, such as rules, gauges, or calipers.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Selects cutting speed, feed rate, and depth of cut, applying knowledge of metal properties and shop mathematics.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Moves cutter or material manually or by turning handwheel, or engages automatic feeding mechanism to mill workpiece to specifications.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Studies blueprint, layout, sketch, or other specifications to determine materials needed, sequence of operations, dimensions, and tooling instructions.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Records production output.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Makes templates or cutting tools.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Sharpens dull tools, using bench grinder.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Replaces worn tools, using hand tools.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Mounts attachments and other tools, such as pantograph, engraver, or router, to perform other operations, such as drilling or boring.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Removes workpiece and template or model from machine.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Verifies conformance of finished workpiece to specifications, using measuring instruments, such as microscopes, gauges, calipers, and micrometers.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Positions and secures workpiece on machine, using holding devices, measuring instruments, hand tools, and hoists.
51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	Computes dimensions, tolerances, and angles, of workpiece or machine according to specifications and knowledge of metal properties and shop mathematics.
51-4041.00	Machinists	Studies sample parts, blueprints, drawings, and engineering information to determine methods and sequence of operations to fabricate product.
51-4041.00	Machinists	Operates metalworking machine tools, such as lathe, milling machine, shaper, or grinder to machine parts to specifications.
51-4041.00	Machinists	Assembles parts into completed units, using jigs, fixtures, hand tools, and power tools.
51-4041.00	Machinists	Fabricates, assembles, and modifies tooling, such as jigs, fixtures, templates, and molds or dies to produce parts and assemblies.
51-4041.00	Machinists	Lays out and verifies dimensions of parts, using precision measuring and marking instruments and knowledge of trigonometry.
51-4041.00	Machinists	Calculates and sets controls to regulate machining, or enters commands to retrieve, input, or edit computerized machine control media.
51-4041.00	Machinists	Selects, aligns, and secures holding fixtures, cutting tools, attachments, accessories, and materials onto machines.
51-4041.00	Machinists	Measures, examines, and tests completed units to detect defects and ensure conformance to specifications.
51-4041.00	Machinists	Installs repaired part into equipment and operates equipment to verify operational efficiency.
51-4041.00	Machinists	Operates brazing, heat-treating, and welding equipment to cut, solder, and braze metal.
51-4041.00	Machinists	Dismantles machine or equipment, using hand tools and power tools, to examine parts for defect or to remove defective parts.
51-4041.00	Machinists	Cleans, lubricates, and maintains machines, tools, and equipment to remove grease, rust, stains, and foreign matter.
51-4041.00	Machinists	Observes and listens to operating machines or equipment to diagnose machine malfunction and determine need for adjustment or repair.
51-4041.00	Machinists	Cuts and shapes sheet metal and heats and bends metal to specified shape.
51-4041.00	Machinists	Installs experimental parts and assemblies, such as hydraulic systems, electrical wiring, lubricants, and batteries into machines and mechanisms.
51-4041.00	Machinists	Establishes work procedures for fabricating new structural products, using variety of metalworking machines.
51-4041.00	Machinists	Confers with engineering, supervisory, and manufacturing personnel to exchange technical information.
51-4041.00	Machinists	Designs fixtures, tooling, and experimental parts to meet special engineering needs.
51-4041.00	Machinists	Tests experimental models under simulated operating conditions for such purposes as development, standardization, and feasibility of design.
51-4041.00	Machinists	Evaluates experimental procedures and recommends changes or modifications for efficiency and adaptability to setup and production.
51-4051.00	Metal-Refining Furnace Operators and Tenders	Manipulates controls to ignite burners, adjust fuel mixtures, open and close furnace doors, or to load and discharge materials into or from furnace.
51-4051.00	Metal-Refining Furnace Operators and Tenders	Observes air and temperature gauges or metal color and turns fuel valves or adjusts controls to maintain required temperature.
51-4051.00	Metal-Refining Furnace Operators and Tenders	Regulates supply of fuel and air or controls flow of electric current and water coolant to heat furnaces.
51-4051.00	Metal-Refining Furnace Operators and Tenders	Observes inside of furnace operations by television screen and operates controls to move or discharge metal workpiece.
51-4051.00	Metal-Refining Furnace Operators and Tenders	Sprinkles chemicals over molten metal to bring impurities to surface and removes impurities, using strainers.
51-4051.00	Metal-Refining Furnace Operators and Tenders	Inspects furnace and equipment for defects and wear and directs work-crew in cleaning and repairing furnace walls and flooring.
51-4051.00	Metal-Refining Furnace Operators and Tenders	Draws smelted metal samples from furnace for analysis and calculates type and amount of material required to correct smelting process.
51-4051.00	Metal-Refining Furnace Operators and Tenders	Scrapes accumulations of metal oxides from floors, molds, and crucibles and sifts and stores for reclamation.
51-4051.00	Metal-Refining Furnace Operators and Tenders	Records data and maintains production logs.
51-4051.00	Metal-Refining Furnace Operators and Tenders	Weighs materials to be charged into furnace or to maintain prescribed weight, using scales.
51-4051.00	Metal-Refining Furnace Operators and Tenders	Examines and prepares material to load into furnace, including cleaning, crushing, or applying chemicals, using crushing-machine, shovel, rake, or sprayer.
51-4051.00	Metal-Refining Furnace Operators and Tenders	Analyzes metal test sample, according to specific instructions and for specific and for specific element content.
51-4051.00	Metal-Refining Furnace Operators and Tenders	Kindles fire and shovels fuels and other materials into furnaces or onto conveyors by hand, with hoists, or by directing crane operator.
51-4051.00	Metal-Refining Furnace Operators and Tenders	Observes color and fluidity of molten metal and obtains test sample of metal from furnace or kettle for analysis.
51-4051.00	Metal-Refining Furnace Operators and Tenders	Drains, transfers, or removes molten metal from furnace or into molds by hoist or pumps or ladles.
51-4052.00	Pourers and Casters, Metal	Pours molten metal into molds and forms, using ladle.
51-4052.00	Pourers and Casters, Metal	Positions equipment or signals workers to position equipment such as ladles, grinding wheels, or crucibles.
51-4052.00	Pourers and Casters, Metal	Loads specified amount of metal and flux into furnace or clay crucible.
51-4052.00	Pourers and Casters, Metal	Examines molds to ensure they are clean, smooth, and properly coated.
51-4052.00	Pourers and Casters, Metal	Transports metal ingots to storage areas, using forklift.
51-4052.00	Pourers and Casters, Metal	Repairs and maintains metal forms and equipment, using hand tools, sledges, and bars.
51-4052.00	Pourers and Casters, Metal	Stencils identifying information on ingots and pigs, using special hand tools.
51-4052.00	Pourers and Casters, Metal	Collects samples or signals workers to sample metal for analysis.
51-4052.00	Pourers and Casters, Metal	Removes metal ingots or cores from molds, using hand tools, cranes, and chain hoists.
51-4052.00	Pourers and Casters, Metal	Assembles and imbeds cores in casting frames, using hand tools and equipment.
51-4052.00	Pourers and Casters, Metal	Turns valves to circulate water through core or sprays water on filled molds to cool and solidify metal.
51-4052.00	Pourers and Casters, Metal	Reads temperature gauges, observes color changes, and adjusts furnace flame, torch, or electrical heating unit to melt metal.
51-4052.00	Pourers and Casters, Metal	Skims slag or removes excess metal from ingots or equipment, using hand tools, strainers, rakes, or burners, and recycles scrap.
51-4052.00	Pourers and Casters, Metal	Adds metal to molds to compensate for shrinkage.
51-4061.00	Model Makers, Metal and Plastic	Sets up and operates machines, such as lathes, drill presses, punch presses, or bandsaw, to fabricate prototypes or models.
51-4061.00	Model Makers, Metal and Plastic	Determines fixtures, machines, tooling, and sequence of operations to fabricate parts, dies, and tooling, according to drawings and sketches.
51-4061.00	Model Makers, Metal and Plastic	Drills, countersinks, and reams holes in parts and assemblies for bolts, screws, and other fasteners, using power tools.
51-4061.00	Model Makers, Metal and Plastic	Lays out and marks reference points and dimension on materials, using measuring instruments and drawing or scribing tools.
51-4061.00	Model Makers, Metal and Plastic	Cuts, shapes, and forms metal parts, using lathe, power saw, snips, power brakes and shear, files, and mallets.
51-4061.00	Model Makers, Metal and Plastic	Grinds, files, and sands parts to finished dimensions.
51-4061.00	Model Makers, Metal and Plastic	Studies blueprint, drawings, or sketches, and computes dimensions for laying out materials and planning model production.
51-4061.00	Model Makers, Metal and Plastic	Fabricates metal or plastic parts, using hand tools.
51-4061.00	Model Makers, Metal and Plastic	Aligns, fits, and joins parts, using bolts or screws or by welding or gluing.
51-4061.00	Model Makers, Metal and Plastic	Assembles mechanical, electrical, and electronic components into models or prototypes, using hand tools, power tools, and fabricating machines.
51-4061.00	Model Makers, Metal and Plastic	Wires and solders electrical and electronic connections and components.
51-4061.00	Model Makers, Metal and Plastic	Reworks or alters component model or parts as required to ensure performance of equipment or that parts meet standards.
51-4061.00	Model Makers, Metal and Plastic	Inspects and tests model or other product to verify conformance to specifications, using precision measuring instruments or circuit tester.
51-4061.00	Model Makers, Metal and Plastic	Devises and constructs own tools, dies, molds, jigs, and fixtures, or modifies existing tools and equipment.
51-4061.00	Model Makers, Metal and Plastic	Makes bridges, plates, wheels, cutting teeth on wheels and pinions, and threaded screws.
51-4061.00	Model Makers, Metal and Plastic	Consults and confers with engineering personnel to discuss developmental problems and recommend modifications to correct or improve performance of product.
51-4061.00	Model Makers, Metal and Plastic	Records specifications, production operations, and final dimensions of model for use in establishing operating standards and machinery procedures.
51-4062.00	Patternmakers, Metal and Plastic	Sets up and operates machine tools, such as milling machines, lathes, drill presses, and grinders, to machine castings or pattern.
51-4062.00	Patternmakers, Metal and Plastic	Designs and develops template or pattern according to work orders, sample parts, or mockups.
51-4062.00	Patternmakers, Metal and Plastic	Verifies conformance of pattern or template dimensions to specifications, using measuring instruments such as calipers, scales, and micrometers.
51-4062.00	Patternmakers, Metal and Plastic	Operates welding equipment to weld pattern together.
51-4062.00	Patternmakers, Metal and Plastic	Cleans and fine finishes pattern or template, using emery cloth, files, scrapers, and power grinders.
51-4062.00	Patternmakers, Metal and Plastic	Marks identification numbers or symbols onto pattern or template.
51-4062.00	Patternmakers, Metal and Plastic	Constructs platforms, fixtures, and jigs for holding and placing patterns.
51-4062.00	Patternmakers, Metal and Plastic	Covers or sprays pattern used in producing plastic with plastic-impregnated fabric or coat of sealing lacquer or wax.
51-4062.00	Patternmakers, Metal and Plastic	Makes templates or files for own use in inspection and finishing of particular shape.
51-4062.00	Patternmakers, Metal and Plastic	Repairs and reworks templates and patterns.
51-4062.00	Patternmakers, Metal and Plastic	Assembles pattern sections, using hand tools, bolts, screws, rivets, or glue.
51-4062.00	Patternmakers, Metal and Plastic	Studies blueprint of part to be cast or pattern to be made, computes dimensions, and plans sequence of operations.
51-4062.00	Patternmakers, Metal and Plastic	Lays out and draws or scribes pattern onto material, using compass, protractor, ruler, scribe, or other instruments.
51-4062.00	Patternmakers, Metal and Plastic	Cuts, trims, shapes, and forms patterns or templates, using hand tools and power tools.
51-4071.00	Foundry Mold and Coremakers	Forms and assembles slab cores around pattern and positions wire in mold sections to reinforce mold, using hand tools and glue.
51-4071.00	Foundry Mold and Coremakers	Lifts upper mold section from lower and removes molded patterns.
51-4071.00	Foundry Mold and Coremakers	Moves and positions workpieces, such as mold sections, patterns, and bottom boards, using cranes, or signals others to move workpieces.
51-4071.00	Foundry Mold and Coremakers	Pours molten metal into mold, manually or using crane ladle.
51-4071.00	Foundry Mold and Coremakers	Cleans and smoothes molds, cores, and core boxes, and repairs surface imperfections.
51-4071.00	Foundry Mold and Coremakers	Rotates sweep board around spindle to make symmetrical molds for convex impressions.
51-4071.00	Foundry Mold and Coremakers	Operates ovens to bake cores or furnaces to melt, skim, and flux metal.
51-4071.00	Foundry Mold and Coremakers	Sifts sand and packs sand into mold sections, core box, and pattern contours, using hand or pneumatic ramming tools.
51-4071.00	Foundry Mold and Coremakers	Cuts spouts, runner holes, and sprue holes into mold.
51-4071.00	Foundry Mold and Coremakers	Sprinkles or sprays parting agent onto pattern and mold sections, to facilitate removal of pattern from mold.
51-4071.00	Foundry Mold and Coremakers	Positions patterns inside mold sections and clamps sections together.
51-4071.00	Foundry Mold and Coremakers	Positions cores into lower section of mold and reassembles mold for pouring.
51-4072.01	Plastic Molding and Casting Machine Setters and Set-Up Operators	Positions, aligns, and secures assembled mold, mold components, and machine accessories onto machine press bed, and attaches connecting lines.
51-4072.01	Plastic Molding and Casting Machine Setters and Set-Up Operators	Installs dies onto machine or press and coats dies with parting agent, according to work order specifications.
51-4072.01	Plastic Molding and Casting Machine Setters and Set-Up Operators	Presses button or pulls lever to activate machine to inject dies and compress compounds to form and cure specified products.
51-4072.01	Plastic Molding and Casting Machine Setters and Set-Up Operators	Observes and adjusts machine set up and operations to eliminate production of defective parts and products.
