Commodity Code,O*NET-SOC Code,O*NET-SOC Title,T2 Type,T2 Example,Commodity Title
42295424,"11-9061.00","Funeral Directors","Tools","Surgical razors","Surgical shave kits or prep razors or clippers"
42295427,"29-2012.00","Medical and Clinical Laboratory Technicians","Tools","Stylets","Surgical sterile instrument brushes or instrument stylets or instrument wipes"
42295428,"31-1012.00","Nursing Aides, Orderlies, and Attendants","Tools","Surgical irrigation tubing","Surgical suction or irrigation tubings or accessories"
42295501,"29-2031.00","Cardiovascular Technologists and Technicians","Tools","Bird's nest inferior vena caval filters","Cardiovascular implants"
42311537,"29-1064.00","Obstetricians and Gynecologists","Tools","Bandage scissors","Bandage scissors or its supplies"
42311537,"39-4011.00","Embalmers","Tools","Lister bandage scissors","Bandage scissors or its supplies"
42311903,"29-2055.00","Surgical Technologists","Tools","Wound drains","Medical incision drains"
42312008,"29-1111.00","Registered Nurses","Tools","Staple removers","Medical staple or clip removers"
42312009,"29-1064.00","Obstetricians and Gynecologists","Tools","Medical staplers","Staplers for internal use"
42312009,"29-1067.00","Surgeons","Tools","Bowel stapling equipment","Staplers for internal use"
42312009,"29-1067.00","Surgeons","Tools","Skin staplers","Staplers for internal use"
42312009,"29-2055.00","Surgical Technologists","Tools","Intestinal stapling devices","Staplers for internal use"
42312009,"29-2055.00","Surgical Technologists","Tools","Linear staplers","Staplers for internal use"
42312009,"29-2055.00","Surgical Technologists","Tools","Skin staplers","Staplers for internal use"
42312009,"29-2055.00","Surgical Technologists","Tools","Surgical stapling equipment","Staplers for internal use"
42312010,"29-1131.00","Veterinarians","Tools","Skin staplers","Staplers for skin closure"
42312102,"31-1011.00","Home Health Aides","Tools","Ostomy bags","Ostomy appliances"
42312202,"29-2055.00","Surgical Technologists","Tools","Suturing equipment","Suturing kits or trays or packs or sets"
42312206,"11-9061.00","Funeral Directors","Tools","Curved suture needles","Suture needles"
42312206,"29-1067.00","Surgeons","Tools","Surgical suture needles","Suture needles"
42312206,"29-2056.00","Veterinary Technologists and Technicians","Tools","Suture needles","Suture needles"
42312206,"39-4011.00","Embalmers","Tools","Curved suture needles","Suture needles"
42312208,"29-1022.00","Oral and Maxillofacial Surgeons","Tools","Suture scissors","Suture removers"
42312208,"29-1024.00","Prosthodontists","Tools","Suture scissors","Suture removers"
42312208,"29-1062.00","Family and General Practitioners","Tools","Suture scissors","Suture removers"
42312208,"29-1064.00","Obstetricians and Gynecologists","Tools","Suture scissors","Suture removers"
42312208,"29-1065.00","Pediatricians, General","Tools","Suture scissors","Suture removers"
42312208,"31-9092.00","Medical Assistants","Tools","Suture removers","Suture removers"
42312208,"31-9096.00","Veterinary Assistants and Laboratory Animal Caretakers","Tools","Suture scissors","Suture removers"
43191501,"53-3022.00","Bus Drivers, School","Tools","Cell phones","Mobile phones"
43191507,"11-3011.00","Administrative Services Managers","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"11-9032.00","Education Administrators, Elementary and Secondary School","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"11-9071.00","Gaming Managers","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"11-9141.00","Property, Real Estate, and Community Association Managers","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"13-1041.03","Equal Opportunity Representatives and Officers","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"13-1041.04","Government Property Inspectors and Investigators","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"13-2081.00","Tax Examiners, Collectors, and Revenue Agents","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"19-3031.01","School Psychologists","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"19-4061.01","City and Regional Planning Aides","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"25-4031.00","Library Technicians","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"31-1013.00","Psychiatric Aides","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"31-9094.00","Medical Transcriptionists","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"31-9095.00","Pharmacy Aides","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"35-9031.00","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"37-1011.00","First-Line Supervisors/Managers of Housekeeping and Janitorial Workers","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"39-6011.00","Baggage Porters and Bellhops","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"41-3011.00","Advertising Sales Agents","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"43-4011.00","Brokerage Clerks","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"43-4051.00","Customer Service Representatives","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"43-4181.00","Reservation and Transportation Ticket Agents and Travel Clerks","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"43-5031.00","Police, Fire, and Ambulance Dispatchers","Tools","Multi-line telephone systems","Special purpose telephones"
43191507,"43-5032.00","Dispatchers, Except Police, Fire, and Ambulance","Tools","Personal banking chamber PBC telephones","Special purpose telephones"
43191507,"43-9011.00","Computer Operators","Tools","Multi-line telephone systems","Special purpose telephones"
43191508,"43-4051.00","Customer Service Representatives","Tools","Wireless telephone systems","Digital Telephones"
43191510,"17-1022.00","Surveyors","Tools","Two way radios","Two way radios"
43191510,"17-3022.00","Civil Engineering Technicians","Tools","Two way radios","Two way radios"
43191510,"25-4012.00","Curators","Tools","Two way radios","Two way radios"
43191510,"33-1012.00","First-Line Supervisors/Managers of Police and Detectives","Tools","Two way radios","Two way radios"
43191510,"33-2011.02","Forest Fire Fighters","Tools","Two way radios","Two way radios"
43191510,"33-3021.03","Criminal Investigators and Special Agents","Tools","Two way radios","Two way radios"
43191510,"33-3051.01","Police Patrol Officers","Tools","Two way radios","Two way radios"
43191510,"33-3051.03","Sheriffs and Deputy Sheriffs","Tools","Two way radios","Two way radios"
43191510,"33-3052.00","Transit and Railroad Police","Tools","Two way radios","Two way radios"
43191510,"43-5032.00","Dispatchers, Except Police, Fire, and Ambulance","Tools","Two way radios","Two way radios"
43191510,"47-2071.00","Paving, Surfacing, and Tamping Equipment Operators","Tools","Two way radios","Two way radios"
43191510,"47-2073.00","Operating Engineers and Other Construction Equipment Operators","Tools","Two way radios","Two way radios"
43191510,"47-2111.00","Electricians","Tools","Two way radios","Two way radios"
43191510,"49-2094.00","Electrical and Electronics Repairers, Commercial and Industrial Equipment","Tools","Two way radios","Two way radios"
43191510,"49-3023.01","Automotive Master Mechanics","Tools","Two way radios","Two way radios"
43191510,"49-3031.00","Bus and Truck Mechanics and Diesel Engine Specialists","Tools","Two way radios","Two way radios"
43191510,"49-9012.00","Control and Valve Installers and Repairers, Except Mechanical Door","Tools","Two way radios","Two way radios"
43191510,"49-9021.01","Heating and Air Conditioning Mechanics and Installers","Tools","Two way radios","Two way radios"
43191510,"49-9042.00","Maintenance and Repair Workers, General","Tools","Portable two way radios","Two way radios"
43191510,"51-4121.06","Welders, Cutters, and Welder Fitters","Tools","Two way radios","Two way radios"
43191510,"53-1031.00","First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators","Tools","Two way radios","Two way radios"
43191510,"53-3011.00","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Tools","Two way radios","Two way radios"
43191510,"53-3021.00","Bus Drivers, Transit and Intercity","Tools","Two way radios","Two way radios"
43191510,"53-4031.00","Railroad Conductors and Yardmasters","Tools","Two way radios","Two way radios"
43191510,"53-5011.00","Sailors and Marine Oilers","Tools","Two way radios","Two way radios"
43191510,"53-6041.00","Traffic Technicians","Tools","Portable two way radios","Two way radios"
43191616,"43-4081.00","Hotel, Motel, and Resort Desk Clerks","Tools","Centrex phone consoles","Centrex phone consoles"
43191618,"43-5031.00","Police, Fire, and Ambulance Dispatchers","Tools","Digital recording equipment","Conversation recording units"
43201401,"17-3011.01","Architectural Drafters","Tools","Computer aided design CAD multi-unit display graphics cards","Graphics or video accelerator cards"
43201401,"17-3011.02","Civil Drafters","Tools","Computer aided design CAD multi-unit display graphics cards","Graphics or video accelerator cards"
43201401,"17-3013.00","Mechanical Drafters","Tools","Computer aided design CAD multi-unit display graphics cards","Graphics or video accelerator cards"
43201404,"11-3021.00","Computer and Information Systems Managers","Tools","Network interface cards NIC","Network interface cards"
43201404,"15-1011.00","Computer and Information Scientists, Research","Tools","Network interface cards NIC","Network interface cards"
43201407,"11-3021.00","Computer and Information Systems Managers","Tools","Industry standard architecture/peripheral component interconnect ISA/PCI cards","Peripheral controller cards"
43201408,"15-1021.00","Computer Programmers","Tools","Serial port cards","Serial port cards"
43201503,"15-1032.00","Computer Software Engineers, Systems Software","Tools","Graphics processing unit GPU","Central processing unit CPU processors"
43201513,"15-1099.02","Computer Systems Engineers/Architects","Tools","Motherboards","Motherboards"
43201802,"15-1041.00","Computer Support Specialists","Tools","Redundant array of independent disks RAID systems","Hard disk arrays"
43201802,"15-1061.00","Database Administrators","Tools","Redundant array of independent disks RAID systems","Hard disk arrays"
43201802,"15-1071.00","Network and Computer Systems Administrators","Tools","Redundant array of independent disks RAID systems","Hard disk arrays"
43201803,"15-1011.00","Computer and Information Scientists, Research","Tools","Hard disk drives","Hard disk drives"
43201803,"15-1061.00","Database Administrators","Tools","Hard disk drives","Hard disk drives"
43201803,"43-9011.00","Computer Operators","Tools","Computer hard disk drives","Hard disk drives"
43201806,"15-1011.00","Computer and Information Scientists, Research","Tools","Quarter inch cartridge QIC tapes","Tape arrays"
43201807,"43-9011.00","Computer Operators","Tools","Computer tape drives","Tape drives"
43201811,"11-3041.00","Compensation and Benefits Managers","Tools","Optical disk drives","Read write digital versatile disc DVD"
43201811,"15-2021.00","Mathematicians","Tools","Optical disk drives","Read write digital versatile disc DVD"
43201813,"11-1011.00","Chief Executives","Tools","Universal serial bus USB flash drives","High capacity removable media drives"
43201813,"11-3042.00","Training and Development Managers","Tools","Universal serial bus USB flash drives","High capacity removable media drives"
43201813,"11-9033.00","Education Administrators, Postsecondary","Tools","Universal serial bus USB flash drives","High capacity removable media drives"
43201813,"11-9121.00","Natural Sciences Managers","Tools","Universal serial bus USB flash drives","High capacity removable media drives"
43201813,"13-1081.00","Logisticians","Tools","Universal serial bus USB flash drives","High capacity removable media drives"
43201813,"13-1111.00","Management Analysts","Tools","Universal serial bus USB flash drives","High capacity removable media drives"
43201813,"15-1099.02","Computer Systems Engineers/Architects","Tools","Mass storage devices","High capacity removable media drives"
43201813,"15-1099.04","Web Developers","Tools","Universal serial bus USB flash drives","High capacity removable media drives"
43201813,"19-3031.03","Counseling Psychologists","Tools","Universal serial bus USB flash drives","High capacity removable media drives"
43201813,"19-3032.00","Industrial-Organizational Psychologists","Tools","Universal serial bus USB flash drives","High capacity removable media drives"
43201813,"27-1021.00","Commercial and Industrial Designers","Tools","Universal serial bus USB flash drives","High capacity removable media drives"
43201813,"27-3042.00","Technical Writers","Tools","Universal serial bus USB flash drives","High capacity removable media drives"
43201813,"43-9111.00","Statistical Assistants","Tools","Universal serial bus USB flash drives","High capacity removable media drives"
43201814,"43-9011.00","Computer Operators","Tools","Backup drives","Electronic media or data duplicating equipment"
43202005,"15-1031.00","Computer Software Engineers, Applications","Tools","Flash disks","Flash memory storage devices"
43202005,"23-1011.00","Lawyers","Tools","Universal serial bus USB flash memory drives","Flash memory storage devices"
43211501,"11-3021.00","Computer and Information Systems Managers","Tools","Mid-range computers","Computer servers"
43211501,"11-3021.00","Computer and Information Systems Managers","Tools","Netware servers","Computer servers"
43211501,"11-3021.00","Computer and Information Systems Managers","Tools","Web servers","Computer servers"
43211501,"15-1011.00","Computer and Information Scientists, Research","Tools","File servers","Computer servers"
43211501,"15-1011.00","Computer and Information Scientists, Research","Tools","Web servers","Computer servers"
43211501,"15-1099.02","Computer Systems Engineers/Architects","Tools","Web servers","Computer servers"
43211501,"15-1099.04","Web Developers","Tools","Web servers","Computer servers"
43211501,"27-2012.05","Technical Directors/Managers","Tools","Video servers","Computer servers"
43211501,"43-9011.00","Computer Operators","Tools","Email servers","Computer servers"
43211502,"15-1011.00","Computer and Information Scientists, Research","Tools","High end computer servers","High end computer servers"
43211502,"15-1011.00","Computer and Information Scientists, Research","Tools","Massively parallel processors MPP","High end computer servers"
43211502,"15-1032.00","Computer Software Engineers, Systems Software","Tools","Directory servers","High end computer servers"
43211503,"11-1021.00","General and Operations Managers","Tools","Laptop computers","Notebook computers"
43211503,"11-2011.00","Advertising and Promotions Managers","Tools","Notebook computers","Notebook computers"
43211503,"11-2021.00","Marketing Managers","Tools","Notebook computers","Notebook computers"
43211503,"11-2022.00","Sales Managers","Tools","Notebook computers","Notebook computers"
43211503,"11-2031.00","Public Relations Managers","Tools","Laptop computers","Notebook computers"
43211503,"11-3031.01","Treasurers and Controllers","Tools","Notebook computers","Notebook computers"
43211503,"11-3031.02","Financial Managers, Branch or Department","Tools","Notebook computers","Notebook computers"
43211503,"11-3040.00","Human Resources Managers","Tools","Notebook computers","Notebook computers"
43211503,"11-3041.00","Compensation and Benefits Managers","Tools","Laptop computers","Notebook computers"
43211503,"11-3051.00","Industrial Production Managers","Tools","Notebook computers","Notebook computers"
43211503,"11-3071.02","Storage and Distribution Managers","Tools","Laptop computers","Notebook computers"
43211503,"11-9021.00","Construction Managers","Tools","Laptop computers","Notebook computers"
43211503,"11-9032.00","Education Administrators, Elementary and Secondary School","Tools","Laptop computers","Notebook computers"
43211503,"11-9033.00","Education Administrators, Postsecondary","Tools","Laptop computers","Notebook computers"
43211503,"11-9041.00","Engineering Managers","Tools","Notebook computers","Notebook computers"
43211503,"11-9051.00","Food Service Managers","Tools","Notebook computers","Notebook computers"
43211503,"11-9071.00","Gaming Managers","Tools","Laptop computers","Notebook computers"
43211503,"11-9081.00","Lodging Managers","Tools","Laptop computers","Notebook computers"
43211503,"11-9111.00","Medical and Health Services Managers","Tools","Laptop computers","Notebook computers"
43211503,"11-9151.00","Social and Community Service Managers","Tools","Laptop computers","Notebook computers"
43211503,"13-1031.01","Claims Examiners, Property and Casualty Insurance","Tools","Notebook computers","Notebook computers"
43211503,"13-1041.06","Coroners","Tools","Laptop computers","Notebook computers"
43211503,"13-1051.00","Cost Estimators","Tools","Notebook computers","Notebook computers"
43211503,"13-1073.00","Training and Development Specialists","Tools","Laptop computers","Notebook computers"
43211503,"13-1121.00","Meeting and Convention Planners","Tools","Laptop computers","Notebook computers"
43211503,"13-2011.01","Accountants","Tools","Notebook computers","Notebook computers"
43211503,"13-2031.00","Budget Analysts","Tools","Notebook computers","Notebook computers"
43211503,"13-2041.00","Credit Analysts","Tools","Notebook computers","Notebook computers"
43211503,"13-2051.00","Financial Analysts","Tools","Notebook computers","Notebook computers"
43211503,"13-2061.00","Financial Examiners","Tools","Notebook computers","Notebook computers"
43211503,"13-2071.00","Loan Counselors","Tools","Notebook computers","Notebook computers"
43211503,"13-2072.00","Loan Officers","Tools","Notebook computers","Notebook computers"
43211503,"13-2081.00","Tax Examiners, Collectors, and Revenue Agents","Tools","Laptop computers","Notebook computers"
43211503,"15-1031.00","Computer Software Engineers, Applications","Tools","Notebook computers","Notebook computers"
43211503,"15-1041.00","Computer Support Specialists","Tools","Notebook computers","Notebook computers"
43211503,"15-1051.00","Computer Systems Analysts","Tools","Notebook computers","Notebook computers"
43211503,"15-1071.00","Network and Computer Systems Administrators","Tools","Notebook computers","Notebook computers"
43211503,"15-1081.00","Network Systems and Data Communications Analysts","Tools","Notebook computers","Notebook computers"
43211503,"15-1099.01","Software Quality Assurance Engineers and Testers","Tools","Notebook computers","Notebook computers"
43211503,"15-1099.05","Web Administrators","Tools","Laptop computers","Notebook computers"
43211503,"15-2011.00","Actuaries","Tools","Notebook computers","Notebook computers"
43211503,"15-2021.00","Mathematicians","Tools","Laptop computers","Notebook computers"
43211503,"15-2031.00","Operations Research Analysts","Tools","Laptop computers","Notebook computers"
43211503,"17-1012.00","Landscape Architects","Tools","Laptop computers","Notebook computers"
43211503,"17-1021.00","Cartographers and Photogrammetrists","Tools","Notebook computers","Notebook computers"
43211503,"17-1022.00","Surveyors","Tools","Laptop computers","Notebook computers"
43211503,"17-2031.00","Biomedical Engineers","Tools","Laptop computers","Notebook computers"
43211503,"17-2061.00","Computer Hardware Engineers","Tools","Laptop computers","Notebook computers"
43211503,"17-2071.00","Electrical Engineers","Tools","Laptop computers","Notebook computers"
43211503,"17-2121.02","Marine Architects","Tools","Laptop computers","Notebook computers"
43211503,"17-2151.00","Mining and Geological Engineers, Including Mining Safety Engineers","Tools","Laptop computers","Notebook computers"
43211503,"17-3023.03","Electrical Engineering Technicians","Tools","Notebook computers","Notebook computers"
43211503,"17-3025.00","Environmental Engineering Technicians","Tools","Notebook computers","Notebook computers"
43211503,"17-3027.00","Mechanical Engineering Technicians","Tools","Laptop computers","Notebook computers"
43211503,"17-3031.02","Mapping Technicians","Tools","Notebook computers","Notebook computers"
43211503,"19-1020.01","Biologists","Tools","Laptop computers","Notebook computers"
43211503,"19-1021.00","Biochemists and Biophysicists","Tools","Notebook computers","Notebook computers"
43211503,"19-1022.00","Microbiologists","Tools","Notebook computers","Notebook computers"
43211503,"19-1041.00","Epidemiologists","Tools","Laptop computers","Notebook computers"
43211503,"19-2012.00","Physicists","Tools","Laptop computers","Notebook computers"
43211503,"19-2031.00","Chemists","Tools","Laptop computers","Notebook computers"
43211503,"19-2042.00","Geoscientists, Except Hydrologists and Geographers","Tools","Notebook computers","Notebook computers"
43211503,"19-2043.00","Hydrologists","Tools","Notebook computers","Notebook computers"
43211503,"19-3031.02","Clinical Psychologists","Tools","Laptop computers","Notebook computers"
43211503,"19-3051.00","Urban and Regional Planners","Tools","Notebook computers","Notebook computers"
43211503,"19-3092.00","Geographers","Tools","Laptop computers","Notebook computers"
43211503,"19-4011.01","Agricultural Technicians","Tools","Notebook computers","Notebook computers"
43211503,"19-4021.00","Biological Technicians","Tools","Notebook computers","Notebook computers"
43211503,"19-4091.00","Environmental Science and Protection Technicians, Including Health","Tools","Notebook computers","Notebook computers"
43211503,"19-4092.00","Forensic Science Technicians","Tools","Laptop computers","Notebook computers"
43211503,"21-1011.00","Substance Abuse and Behavioral Disorder Counselors","Tools","Notebook computers","Notebook computers"
43211503,"21-1014.00","Mental Health Counselors","Tools","Notebook computers","Notebook computers"
43211503,"21-1015.00","Rehabilitation Counselors","Tools","Notebook computers","Notebook computers"
43211503,"21-1022.00","Medical and Public Health Social Workers","Tools","Notebook computers","Notebook computers"
43211503,"21-1023.00","Mental Health and Substance Abuse Social Workers","Tools","Notebook computers","Notebook computers"
43211503,"21-1091.00","Health Educators","Tools","Laptop computers","Notebook computers"
43211503,"23-2091.00","Court Reporters","Tools","Laptop computers","Notebook computers"
43211503,"25-4011.00","Archivists","Tools","Laptop computers","Notebook computers"
43211503,"25-4012.00","Curators","Tools","Laptop computers","Notebook computers"
43211503,"25-4021.00","Librarians","Tools","Laptop computers","Notebook computers"
43211503,"25-9031.00","Instructional Coordinators","Tools","Laptop computers","Notebook computers"
43211503,"27-1024.00","Graphic Designers","Tools","Laptop computers","Notebook computers"
43211503,"27-4011.00","Audio and Video Equipment Technicians","Tools","Laptop computers","Notebook computers"
43211503,"27-4014.00","Sound Engineering Technicians","Tools","Laptop computers","Notebook computers"
43211503,"27-4032.00","Film and Video Editors","Tools","Laptop computers","Notebook computers"
43211503,"29-1022.00","Oral and Maxillofacial Surgeons","Tools","Laptop computers","Notebook computers"
43211503,"29-1024.00","Prosthodontists","Tools","Laptop computers","Notebook computers"
43211503,"29-1031.00","Dietitians and Nutritionists","Tools","Notebook computers","Notebook computers"
43211503,"29-1062.00","Family and General Practitioners","Tools","Laptop computers","Notebook computers"
43211503,"29-1131.00","Veterinarians","Tools","Laptop computers","Notebook computers"
43211503,"29-2012.00","Medical and Clinical Laboratory Technicians","Tools","Notebook computers","Notebook computers"
43211503,"29-2021.00","Dental Hygienists","Tools","Notebook computers","Notebook computers"
43211503,"29-2031.00","Cardiovascular Technologists and Technicians","Tools","Notebook computers","Notebook computers"
43211503,"29-2032.00","Diagnostic Medical Sonographers","Tools","Notebook computers","Notebook computers"
43211503,"29-2034.02","Radiologic Technicians","Tools","Notebook computers","Notebook computers"
43211503,"29-2053.00","Psychiatric Technicians","Tools","Notebook computers","Notebook computers"
43211503,"29-2055.00","Surgical Technologists","Tools","Notebook computers","Notebook computers"
43211503,"29-2061.00","Licensed Practical and Licensed Vocational Nurses","Tools","Notebook computers","Notebook computers"
43211503,"29-2071.00","Medical Records and Health Information Technicians","Tools","Notebook computers","Notebook computers"
43211503,"29-9011.00","Occupational Health and Safety Specialists","Tools","Notebook computers","Notebook computers"
43211503,"29-9091.00","Athletic Trainers","Tools","Laptop computers","Notebook computers"
43211503,"31-1011.00","Home Health Aides","Tools","Notebook computers","Notebook computers"
43211503,"31-2011.00","Occupational Therapist Assistants","Tools","Notebook computers","Notebook computers"
43211503,"31-2022.00","Physical Therapist Aides","Tools","Notebook computers","Notebook computers"
43211503,"31-9011.00","Massage Therapists","Tools","Notebook computers","Notebook computers"
43211503,"31-9096.00","Veterinary Assistants and Laboratory Animal Caretakers","Tools","Laptop computers","Notebook computers"
43211503,"33-1012.00","First-Line Supervisors/Managers of Police and Detectives","Tools","Laptop computers","Notebook computers"
43211503,"33-1021.01","Municipal Fire Fighting and Prevention Supervisors","Tools","Mobile data computers","Notebook computers"
43211503,"33-1021.02","Forest Fire Fighting and Prevention Supervisors","Tools","Laptop computers","Notebook computers"
43211503,"33-3021.01","Police Detectives","Tools","Mobile data computers","Notebook computers"
43211503,"33-3021.02","Police Identification and Records Officers","Tools","Laptop computers","Notebook computers"
43211503,"33-3021.02","Police Identification and Records Officers","Tools","Mobile data computers","Notebook computers"
43211503,"33-3021.03","Criminal Investigators and Special Agents","Tools","Laptop computers","Notebook computers"
43211503,"33-3021.05","Immigration and Customs Inspectors","Tools","Laptop computers","Notebook computers"
43211503,"33-3051.01","Police Patrol Officers","Tools","Laptop computers","Notebook computers"
43211503,"33-3051.03","Sheriffs and Deputy Sheriffs","Tools","Laptop computers","Notebook computers"
43211503,"33-9032.00","Security Guards","Tools","Laptop computers","Notebook computers"
43211503,"35-1011.00","Chefs and Head Cooks","Tools","Laptop computers","Notebook computers"
43211503,"35-1012.00","First-Line Supervisors/Managers of Food Preparation and Serving Workers","Tools","Notebook computers","Notebook computers"
43211503,"35-3011.00","Bartenders","Tools","Notebook computers","Notebook computers"
43211503,"39-1011.00","Gaming Supervisors","Tools","Laptop computers","Notebook computers"
43211503,"39-6031.00","Flight Attendants","Tools","Notebook computers","Notebook computers"
43211503,"39-9031.00","Fitness Trainers and Aerobics Instructors","Tools","Laptop computers","Notebook computers"
43211503,"41-3021.00","Insurance Sales Agents","Tools","Notebook computers","Notebook computers"
43211503,"41-3031.01","Sales Agents, Securities and Commodities","Tools","Notebook computers","Notebook computers"
43211503,"41-3031.02","Sales Agents, Financial Services","Tools","Notebook computers","Notebook computers"
43211503,"41-9022.00","Real Estate Sales Agents","Tools","Notebook computers","Notebook computers"
43211503,"43-3011.00","Bill and Account Collectors","Tools","Laptop computers","Notebook computers"
43211503,"43-3031.00","Bookkeeping, Accounting, and Auditing Clerks","Tools","Notebook computers","Notebook computers"
43211503,"43-5071.00","Shipping, Receiving, and Traffic Clerks","Tools","Notebook computers","Notebook computers"
43211503,"43-6013.00","Medical Secretaries","Tools","Notebook computers","Notebook computers"
43211503,"43-9031.00","Desktop Publishers","Tools","Notebook computers","Notebook computers"
43211503,"47-2021.00","Brickmasons and Blockmasons","Tools","Notebook computers","Notebook computers"
43211503,"47-2031.01","Construction Carpenters","Tools","Notebook computers","Notebook computers"
43211503,"47-2044.00","Tile and Marble Setters","Tools","Notebook computers","Notebook computers"
43211503,"47-2051.00","Cement Masons and Concrete Finishers","Tools","Notebook computers","Notebook computers"
43211503,"47-2081.00","Drywall and Ceiling Tile Installers","Tools","Notebook computers","Notebook computers"
43211503,"47-2111.00","Electricians","Tools","Notebook computers","Notebook computers"
43211503,"47-2141.00","Painters, Construction and Maintenance","Tools","Notebook computers","Notebook computers"
43211503,"47-2152.02","Plumbers","Tools","Notebook computers","Notebook computers"
43211503,"47-2161.00","Plasterers and Stucco Masons","Tools","Notebook computers","Notebook computers"
43211503,"47-2171.00","Reinforcing Iron and Rebar Workers","Tools","Notebook computers","Notebook computers"
43211503,"47-2221.00","Structural Iron and Steel Workers","Tools","Notebook computers","Notebook computers"
43211503,"47-3011.00","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Tools","Notebook computers","Notebook computers"
43211503,"47-3012.00","Helpers--Carpenters","Tools","Notebook computers","Notebook computers"
43211503,"47-3016.00","Helpers--Roofers","Tools","Notebook computers","Notebook computers"
43211503,"47-4021.00","Elevator Installers and Repairers","Tools","Notebook computers","Notebook computers"
43211503,"49-2096.00","Electronic Equipment Installers and Repairers, Motor Vehicles","Tools","Notebook computers","Notebook computers"
43211503,"49-3011.00","Aircraft Mechanics and Service Technicians","Tools","Laptop computers","Notebook computers"
43211503,"49-9012.00","Control and Valve Installers and Repairers, Except Mechanical Door","Tools","Mobile data terminals","Notebook computers"
43211503,"49-9098.00","Helpers--Installation, Maintenance, and Repair Workers","Tools","Notebook computers","Notebook computers"
43211503,"51-4121.07","Solderers and Brazers","Tools","Notebook computers","Notebook computers"
43211503,"51-8031.00","Water and Liquid Waste Treatment Plant and System Operators","Tools","Notebook computers","Notebook computers"
43211503,"51-9082.00","Medical Appliance Technicians","Tools","Laptop computers","Notebook computers"
43211503,"53-2011.00","Airline Pilots, Copilots, and Flight Engineers","Tools","Notebook computers","Notebook computers"
43211503,"53-3041.00","Taxi Drivers and Chauffeurs","Tools","Mobile data computers","Notebook computers"
43211503,"53-4031.00","Railroad Conductors and Yardmasters","Tools","Laptop computers","Notebook computers"
43211503,"53-5021.03","Pilots, Ship","Tools","Laptop computers","Notebook computers"
43211503,"53-6051.01","Aviation Inspectors","Tools","Laptop computers","Notebook computers"
43211504,"11-1021.00","General and Operations Managers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"11-2021.00","Marketing Managers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"11-2022.00","Sales Managers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"11-3011.00","Administrative Services Managers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"11-3031.01","Treasurers and Controllers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"11-3031.02","Financial Managers, Branch or Department","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"11-3041.00","Compensation and Benefits Managers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"11-3071.01","Transportation Managers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"11-9011.02","Crop and Livestock Managers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"11-9081.00","Lodging Managers","Tools","Handheld computers","Personal digital assistant PDAs or organizers"
43211504,"13-1031.02","Insurance Adjusters, Examiners, and Investigators","Tools","Data collectors","Personal digital assistant PDAs or organizers"
43211504,"13-1031.02","Insurance Adjusters, Examiners, and Investigators","Tools","Handheld computers","Personal digital assistant PDAs or organizers"
43211504,"13-1031.02","Insurance Adjusters, Examiners, and Investigators","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"13-1041.03","Equal Opportunity Representatives and Officers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211504,"13-2011.01","Accountants","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
