O*NET-SOC Code,Task,Category,Original Task ID,Original Task,Write-in Total,Date,Source
"43-6011.00","Prepare agendas and make arrangements for committee, board, and other meetings (e.g., coordinate catering for luncheons).","Revision",2778,"Prepare agendas and make arrangements for committee, board, and other meetings.",6,"07/2004","Incumbent"
"43-6011.00","Process payroll information.","New",,,8,"07/2004","Incumbent"
"43-6011.00","Provide clerical support to other departments.","New",,,9,"07/2004","Incumbent"
"43-6011.00","Supervise and train other clerical staff and arrange for employee training (e.g., schedule training, organize training material).","Revision",2786,"Supervise and train other clerical staff.",5,"07/2004","Incumbent"
"43-6012.00","Prepare and distribute invoices to bill clients and pay account expenses.","New",,,5,"03/2003","Incumbent"
"43-6013.00","Schedule tests and procedures for patients, such as lab work and x-rays, based on physician orders.","New",,,5,"06/2008","Incumbent"
"43-6014.00","Collect and deposit money into accounts, disburse funds from cash accounts to pay bills or invoices, keep records of collections and disbursements, and ensure accounts are balanced.","Revision",2807,"Collect and disburse funds from cash accounts, and keep records of collections and disbursements.",49,"07/2004","Incumbent"
"43-6014.00","Compose, type, and distribute meeting notes, routine correspondence, and reports (e.g., presentations and expense, statistical, and monthly reports).","Revision",2798,"Compose, type, and distribute meeting notes, routine correspondence, and reports.",38,"07/2004","Incumbent"
"43-6014.00","Coordinate conferences, meetings, and special events (e.g., luncheons, graduation ceremonies), and prepare event materials, such as flyers and invitations.","Revision",2810,"Coordinate conferences and meetings.",41,"07/2004","Incumbent"
"43-6014.00","Create, maintain, and enter information into databases.","New",,,27,"07/2004","Incumbent"
"43-6014.00","Develop and maintain internal and external company web sites.","New",,,10,"07/2004","Incumbent"
"43-6014.00","Operate office equipment, such as fax machines, copiers, and phone systems, and arrange for repairs when equipment malfunctions.","Revision",2789,"Operate office equipment such as fax machines, copiers, and phone systems, and use computers for spreadsheet, word processing, database management, and other applications.",11,"07/2004","Incumbent"
"43-6014.00","Perform payroll functions, such as collect, record, and maintain timekeeping information (e.g., hours worked, leave, overtime), and process and submit payroll.","New",,,48,"07/2004","Incumbent"
"43-6014.00","Record information, update paperwork, and set up and manage paper and electronic filing systems to maintain documents (e.g., attendance records, correspondence, sensitive materials).","Revision",2792,"Set up and maintain paper and electronic filing systems for records, correspondence, and other material.",46,"07/2004","Incumbent"
"43-6014.00","Use computers for various applications (e.g., spreadsheet, word processing) and train and assist staff with computer usage.","Revision",2789,"Operate office equipment such as fax machines, copiers, and phone systems, and use computers for spreadsheet, word processing, database management, and other applications.",17,"07/2004","Incumbent"
"43-9022.00","Manage schedules and set dates, times, and locations for meetings and appointments.","New",,,5,"03/2003","Incumbent"
"43-9041.01","Enter information related to claims into database systems.","New",,,6,"06/2006","Incumbent"
"43-9081.00","Archive documents, conduct research, and read copy using the internet and various computer programs.","New",,,12,"07/2005","Incumbent"
"43-9081.00","Consult with authors and editors regarding manuscript changes and suggestions.","New",,,11,"07/2005","Incumbent"
"43-9081.00","Typeset and measure dimensions, spacing, and positioning of page elements (copy and illustrations) to verify conformance to specifications, using printer's ruler or layout software.","Revision",5164,"Measure dimensions, spacing, and positioning of page elements (copy and illustrations) in order to verify conformance to specifications, using printer's ruler.",13,"07/2005","Incumbent"
"43-9081.00","Write original content such as headlines, cutlines, captions, and cover copy.","New",,,23,"07/2005","Incumbent"
"45-2021.00","Bathe and groom animals.","New",,,7,"12/2005","Incumbent"
"45-2021.00","Exercise animals to keep them in healthy condition.","New",,,8,"12/2005","Incumbent"
"45-2021.00","Purchase and stock supplies of feed and medicines.","New",,,5,"12/2005","Incumbent"
"45-3021.00","Obtain permission from landowners to hunt or trap on their land.","New",,,7,"06/2007","Occupational Expert"
"45-4023.00","Arrange for hauling of logs to appropriate mill sites.","New",,,5,"06/2006","Incumbent"
"47-2031.02","Maintain job records and schedule work crew.","New",,,7,"12/2004","Incumbent"
"47-2041.00","Clean up before and after installation, including vacuuming carpet and discarding remnant pieces.","New",,,8,"07/2004","Incumbent"
"47-2043.00","Buff and vacuum floors to ensure their cleanliness prior to the application of finish.","New",,,7,"06/2008","Incumbent"
"47-2071.00","Control traffic.","New",,,5,"12/2004","Incumbent"
"47-2082.00","Work on high ceilings using scaffolding and other tools, such as stilts.","New",,,5,"06/2007","Incumbent"
"47-2161.00","Clean job sites.","New",,,5,"06/2006","Incumbent"
"47-2161.00","Cover surfaces such as windows, doors, and sidewalks to protect from being splashed.","New",,,6,"06/2006","Incumbent"
"47-2161.00","Determine materials needed to complete the job and place orders accordingly.","New",,,9,"06/2006","Incumbent"
"47-2161.00","Set up scaffolds.","New",,,5,"06/2006","Incumbent"
"47-2181.00","Inspect roofs for problems, such as leaks, to determine the best procedure for repairing them.","Revision",13574,"Inspect problem roofs to determine the best procedures for repairing them.",5,"06/2007","Incumbent"
"47-2211.00","Hire, train, and supervise new employees and apprentices.","New",,,7,"07/2005","Incumbent"
"47-3015.00","Perform rough-ins, repair and replace fixtures and water heaters, and locate, repair, or remove leaking or broken pipes.","Revision",4856,"Assist plumbers by performing rough-ins, repairing and replacing fixtures, and locating and repairing leaking or broken pipes.",8,"12/2004","Incumbent"
"47-4051.00","Drive heavy equipment and vehicles with adjustable attachments to sweep debris from paved surfaces, mow grass and weeds, remove snow and ice, and spread salt and sand.","Revision",4873,"Drive trucks or tractors with adjustable attachments to sweep debris from paved surfaces, mow grass and weeds, and remove snow and ice.",17,"12/2004","Incumbent"
"47-4051.00","Perform preventative maintenance on vehicles and heavy equipment.","New",,,11,"12/2004","Incumbent"
"47-4061.00","Weld sections of track together such as switch points and frogs.","New",,,7,"06/2007","Incumbent"
"47-5013.00","Maintain and perform safety inspections on equipment and tools.","New",,,6,"07/2005","Incumbent"
"47-5021.00","Create and lay out designs for drill and blast patterns.","New",,,6,"06/2007","Incumbent"
"47-5041.00","Check the stability of roof and rib support systems before mining face areas.","New",,,6,"06/2008","Incumbent"
"47-5041.00","Conduct methane gas checks to ensure breathing quality of air.","New",,,15,"06/2008","Incumbent"
"47-5041.00","Hang ventilation tubing and ventilation curtains to ensure that the mining face area is kept properly ventilated.","New",,,9,"06/2008","Incumbent"
"47-5042.00","Monitor methane gas levels in mines to avoid carbon monoxide poisoning.","New",,,12,"07/2005","Incumbent"
"47-5061.00","Drill test holes and bolts for specified tension, using torque wrenches.","Revision",4892,"Test bolts for specified tension, using torque wrenches.",9,"12/2004","Incumbent"
"47-5061.00","Dust rocks after bolting.","New",,,8,"12/2004","Incumbent"
"47-5061.00","Install various types of bolts including truss, glue, and resin bolts, traversing entire ceiling spans.","Revision",4896,"Install truss bolts traversing entire ceiling spans.",9,"12/2004","Incumbent"
"47-5061.00","Perform safety checks on equipment before operating.","New",,,6,"12/2004","Incumbent"
"47-5061.00","Perform tests to determine whether methane gas is present.","New",,,26,"12/2004","Incumbent"
"47-5061.00","Perform ventilation tasks such as hanging ventilation curtains and tubes.","New",,,21,"12/2004","Incumbent"
"47-5061.00","Pull down loose rock that cannot be supported.","New",,,6,"12/2004","Incumbent"
"47-5071.00","Walk flow lines to locate leaks, using electronic detectors and by making visual inspections, and repair the leaks.","Revision",7114,"Walk flow lines to locate leaks, using electronic detectors and making visual inspections.",7,"07/2005","Incumbent"
"49-3021.00","Inspect repaired vehicles for proper functioning, completion of work, dimensional accuracy, and overall appearance of paint job, and test drive vehicles to ensure proper alignment and handling.","Revision",2939,"Inspect repaired vehicles for dimensional accuracy and test drive them to ensure proper alignment and handling.",6,"07/2004","Incumbent"
"49-3023.01","Maintain cleanliness of work area.","New",,,7,"07/2004","Incumbent"
"49-3031.00","Diagnose and repair vehicle heating and cooling systems.","New",,,8,"07/2004","Incumbent"
"49-3042.00","Repair, rewire, and troubleshoot electrical systems.","New",,,6,"07/2004","Incumbent"
"49-3042.00","Research, order, and maintain parts inventory for services and repairs.","New",,,5,"07/2004","Incumbent"
"49-3051.00","Perform routine engine maintenance on motorboats, such as changing oil and filters.","New",,,7,"06/2007","Incumbent"
"49-3052.00","Service tires by mounting, balancing, changing, and checking tire condition and pressure.","New",,,14,"12/2005","Incumbent"
"49-3091.00","Build wheels by cutting and threading new spokes.","New",,,7,"07/2005","Incumbent"
"49-3091.00","Clean and lubricate bicycle parts.","New",,,12,"07/2005","Incumbent"
"49-3091.00","Help customers select bicycles that fit their body size and intended use of the bicycle.","New",,,7,"07/2005","Incumbent"
"49-3091.00","Install and adjust brakes and brake pads.","New",,,8,"07/2005","Incumbent"
"49-3091.00","Install new tires and tubes.","New",,,11,"07/2005","Incumbent"
"49-3091.00","Order bicycle parts.","New",,,8,"07/2005","Incumbent"
"49-3091.00","Sell bicycles and accessories.","New",,,10,"07/2005","Incumbent"
"49-3092.00","Diagnose and repair furnace or air conditioning systems.","New",,,5,"06/2006","Occupational Expert"
"49-3092.00","Explain proper operation of vehicle systems to customers.","New",,,6,"06/2006","Occupational Expert"
"49-3092.00","Inspect, repair, or replace brake systems.","New",,,6,"06/2006","Occupational Expert"
"49-3093.00","Assist mechanics and perform various mechanical duties, such as changing oil and checking and replacing batteries.","Revision",8375,"Assist mechanics and perform other duties as directed.",32,"12/2005","Incumbent"
"49-3093.00","Clean and tidy up the shop.","New",,,7,"12/2005","Incumbent"
"49-9012.00","Calibrate instrumentation such as meters, gauges, and regulators for pressure, temperature, flow, and level.","New",,,10,"12/2006","Incumbent"
"49-9042.00","Perform general cleaning duties of buildings or properties.","New",,,7,"07/2004","Incumbent"
"49-9042.00","Provide grounds keeping services, such as landscaping and snow removal.","New",,,19,"07/2004","Incumbent"
"49-9042.00","Test and treat water supply.","New",,,6,"07/2004","Incumbent"
"49-9042.00","Train and manage maintenance personnel and subcontractors.","New",,,11,"07/2004","Incumbent"
"49-9044.00","Conduct preventative maintenance and repair, and lubricate machines and equipment.","Revision",3044,"Repair and lubricate machines and equipment.",6,"07/2004","Incumbent"
"49-9044.00","Fabricate and dismantle parts, equipment, and machines using a cutting torch or other cutting equipment.","New",,,5,"07/2004","Incumbent"
"49-9044.00","Troubleshoot problem equipment, electrical components, hydraulics, and other mechanical systems.","New",,,14,"07/2004","Incumbent"
"49-9044.00","Weld, repair, and fabricate various equipment and machinery.","New",,,18,"07/2004","Incumbent"
"49-9045.00","Reline furnaces using ramming material.","New",,,8,"06/2007","Incumbent"
"49-9064.00","Order supplies, including replacement parts, for timing instruments.","New",,,5,"06/2008","Incumbent"
"49-9092.00","Inspect the condition of underwater steel and wood structures.","New",,,5,"06/2007","Incumbent"
"49-9094.00","Cut new or duplicate keys using impressions or code key machines.","New",,,12,"07/2005","Incumbent"
"49-9094.00","Install alarm and electronic access systems.","New",,,8,"07/2005","Incumbent"
"49-9094.00","Install door hardware, such as locks and closers.","New",,,14,"07/2005","Incumbent"
"49-9094.00","Set up and maintain master key systems.","New",,,8,"07/2005","Incumbent"
"49-9094.00","Unlock cars and other vehicles.","New",,,6,"07/2005","Incumbent"
"49-9096.00","Load machines onto trucks to prepare for transportation.","New",,,6,"06/2007","Incumbent"
"49-9097.00","Test and repair track circuits.","New",,,5,"06/2007","Incumbent"
"49-9098.00","Adjust, maintain, and repair tools, equipment, and machines, and assist more skilled workers with similar tasks.","Revision",3089,"Provide assistance to more skilled workers involved in the adjustment, maintenance, part replacement, and repair of tools, equipment, and machines.",24,"07/2004","Incumbent"
"49-9098.00","Design, weld, and fabricate parts using blueprints or other mechanical plans.","New",,,10,"07/2004","Incumbent"
"49-9098.00","Diagnose electrical problems and install and rewire electrical components.","New",,,6,"07/2004","Incumbent"
"49-9098.00","Order new parts to maintain inventory.","New",,,6,"07/2004","Incumbent"
"51-1011.00","Conduct employee training, including demonstrating equipment operations and work and safety procedures to new employees, or assign employees to experienced workers for training.","Revision",8456,"Demonstrate equipment operations and work and safety procedures to new employees, or assign employees to experienced workers for training.",9,"12/2005","Incumbent"
"51-1011.00","Keep records of employees' attendance and hours worked.","New",,,9,"12/2005","Incumbent"
"51-1011.00","Recommend or execute personnel actions such as hirings, evaluations, and promotions.","Revision",8464,"Recommend personnel actions such as hirings and promotions.",11,"12/2005","Incumbent"
"51-2092.00","Complete production reports to communicate team production level to management.","New",,,7,"12/2005","Incumbent"
"51-2092.00","Maintain production equipment and machinery.","New",,,5,"12/2005","Incumbent"
"51-2092.00","Operate machinery and heavy equipment such as forklifts.","Revision",8471,"Operate heavy equipment such as forklifts.",5,"12/2005","Incumbent"
"51-2092.00","Package finished products and prepare them for shipment.","New",,,9,"12/2005","Incumbent"
"51-2092.00","Perform quality checks on products and parts.","New",,,12,"12/2005","Incumbent"
"51-2092.00","Review work orders and blueprints to ensure work is performed according to specifications.","New",,,6,"12/2005","Incumbent"
"51-2092.00","Shovel, sweep, or otherwise clean work areas.","Revision",8470,"Shovel and sweep work areas.",9,"12/2005","Incumbent"
"51-2092.00","Supervise assemblers and train employees on job procedures.","New",,,11,"12/2005","Incumbent"
"51-3011.00","Check products for quality and identify damaged or expired goods.","New",,,5,"12/2006","Incumbent"
"51-4012.00","Perform preventative maintenance or minor repairs on machines.","New",,,5,"12/2006","Incumbent"
"51-4031.00","Clean work area.","New",,,6,"06/2006","Incumbent"
"51-4031.00","Operate forklifts to deliver materials.","New",,,5,"06/2006","Incumbent"
"51-4034.00","Refill, change, and monitor the level of fluids, such as oil and coolant, in machines.","New",,,10,"12/2006","Incumbent"
"51-4061.00","Program computer numerical control (CNC) machines to fabricate model parts.","New",,,9,"12/2006","Incumbent"
"51-4061.00","Use computed aided design (CAD) and computer aided manufacture (CAM) software or hardware to fabricate model parts.","New",,,8,"12/2006","Incumbent"
"51-4062.00","Create computer models of patterns or parts using modeling software.","New",,,5,"12/2006","Incumbent"
"51-5021.00","Check for and maintain proper color registration.","New",,,12,"06/2006","Incumbent"
"51-5021.00","Fill ink fountains, maintain ink and water balance, mix ink colors, and move levers to adjust the flow of ink.","Revision",10394,"Fill ink fountains and move levers to adjust the flow of ink.",13,"06/2006","Incumbent"
"51-5021.00","Load and unload paper into printers, presses or other equipment.","New",,,7,"06/2006","Incumbent"
"51-5021.00","Monitor the quality of output product by examining proofs or printed sheets for adequacy of impression clarity, color variations, smudges, deletions, ink density and consistency to detect errors.","Revision",10393,"Examine proofs or printed sheets in order to detect errors and to evaluate the adequacy of impression clarity.",12,"06/2006","Incumbent"
"51-5021.00","Perform minor repairs and maintenance of presses and printers, including lubricating moving parts.","New",,,7,"06/2006","Incumbent"
"51-5022.00","Generate prepress proofs in digital or other format in order to approximate what the final printed piece will look like.","New",,,8,"06/2006","Incumbent"
"51-5022.00","Perform ""preflight"" check of required font, graphic, text and image files to ensure completeness prior to delivery to printer.","New",,,6,"06/2006","Incumbent"
"51-5022.00","Proofread and perform quality control of text and images.","New",,,8,"06/2006","Incumbent"
"51-5023.00","Monitor the quality of printed products, paying close attention to print clarity, color accuracy, conformance to specifications, and external defects.","Revision",10434,"Inspect and examine printed products for print clarity, color accuracy, conformance to specifications, and external defects.",6,"06/2006","Incumbent"
"51-6021.00","Identify and treat spots on garments.","New",,,7,"06/2007","Incumbent"
"51-6042.00","Inspect finished products to ensure that shoes have been completed according to specifications.","New",,,6,"06/2007","Incumbent"
"51-6051.00","Fit garments on clients, altering as needed.","New",,,8,"06/2007","Occupational Expert"
"51-6061.00","Weigh ingredients, such as dye, to be mixed together for use in textile processing.","Revision",14135,"Weigh ingredients to be mixed together for use in textile processing.",5,"06/2007","Incumbent"
"51-6062.00","Inspect products to ensure that the quality standards and specifications are met.","Revision",14151,"Inspect products to ensure that specifications are met and to determine whether machines require adjustment.",6,"06/2007","Incumbent"
"51-6092.00","Create design specifications to provide instructions on how each garment should be sewn and assembled.","New",,,5,"12/2006","Incumbent"
"51-6092.00","Input specifications into computers to assist with pattern design and pattern cutting.","New",,,11,"12/2006","Incumbent"
"51-6092.00","Make adjustments to patterns following fittings.","New",,,5,"12/2006","Incumbent"
"51-7042.00","Grease or oil woodworking machines.","New",,,5,"12/2006","Incumbent"
"51-8011.00","Attend regular trainings and take required exams to keep license current.","New",,,12,"12/2005","Incumbent"
"51-8011.00","Keep official logs by documenting all events and activities for each shift.","New",,,5,"12/2005","Incumbent"
"51-8011.00","Prepare and implement clearance orders, ensuring system is properly tagged for maintenance safety.","New",,,9,"12/2005","Incumbent"
"51-8011.00","Provide training to new operators.","New",,,8,"12/2005","Incumbent"
"51-8031.00","Clean and maintain tanks, filter beds, and other work areas using hand tools and power tools.","Revision",931,"Clean and maintain tanks and filter beds, using hand tools and power tools.",5,"03/2003","Incumbent"
"51-9122.00","Clean equipment and work areas.","New",,,6,"12/2005","Incumbent"
"51-9131.00","Digitally retouch and alter images, photographs, or negatives.","New",,,17,"12/2006","Incumbent"
"51-9131.00","Scan negatives or photographs into computers to create digital files.","New",,,5,"12/2006","Incumbent"
"51-9132.00","Clean of photo-lab workspace.","New",,,5,"06/2006","Incumbent"
"51-9194.00","Use computer software to design patterns for engraving.","New",,,5,"06/2007","Incumbent"
"51-9195.05","Attach handles to pottery pieces.","New",,,6,"06/2008","Incumbent"
"51-9195.05","Design spaces to display pottery for sale.","New",,,5,"06/2008","Incumbent"
"51-9195.05","Load glazed pieces into kilns for firing and unload finished pieces.","Revision",15116,"Mix and apply glazes, and load glazed pieces into kilns for firing.",10,"06/2008","Incumbent"
"51-9195.05","Mix and apply glazes to pottery pieces using tools such as spray guns.","Revision",15116,"Mix and apply glazes, and load glazed pieces into kilns for firing.",10,"06/2008","Incumbent"
"51-9195.05","Operate gas or electric kilns to fire pottery pieces.","New",,,9,"06/2008","Incumbent"
"51-9195.05","Pack and ship pottery to stores or galleries for retail.","New",,,11,"06/2008","Incumbent"
"51-9197.00","Buff tires according to specifications for width and undertread depth.","New",,,6,"06/2007","Incumbent"
"53-1011.00","Train new employees in areas such as safety procedures and equipment operation.","New",,,6,"06/2007","Incumbent"
"53-1021.00","Maintain a safe working environment by monitoring safety procedures and equipment.","New",,,10,"12/2005","Incumbent"
"53-2021.00","Provide on-the-job training to new air traffic controllers.","New",,,8,"12/2006","Incumbent"
"53-2022.00","Assist in responding to aircraft and medical emergencies.","New",,,9,"06/2006","Incumbent"
"53-2022.00","Manage wildlife on and around airport grounds.","New",,,8,"06/2006","Incumbent"
"53-3011.00","Clean and wash rigs, ambulances, and equipment.","New",,,7,"12/2005","Incumbent"
"53-3011.00","Perform minor maintenance on emergency medical services vehicles, such as ambulances.","New",,,6,"12/2005","Incumbent"
"53-3021.00","Assist passengers (e.g., elderly and disabled individuals) on and off bus, ensure they are seated (e.g., secure wheelchairs), help carry baggage, and answer questions about bus schedules or routes.","Revision",3147,"Assist passengers with baggage and collect tickets or cash fares.",32,"07/2004","Incumbent"
"53-3021.00","Collect tickets or cash fares from passengers.","Revision",3147,"Assist passengers with baggage and collect tickets or cash fares.",32,"07/2004","Incumbent"
"53-3021.00","Drive vehicles over specified routes or to specified destinations according to time schedules, complying with traffic regulations to ensure that passengers have a smooth and safe ride.","Revision",3145,"Drive vehicles over specified routes or to specified destinations according to time schedules in order to transport passengers, complying with traffic regulations.",15,"07/2004","Incumbent"
"53-3021.00","Handle passenger emergencies and disruptions.","New",,,6,"07/2004","Incumbent"
"53-3021.00","Maintain cleanliness of bus or motor coach.","New",,,6,"07/2004","Incumbent"
"53-3021.00","Record information, such as cash receipts and ticket fares, and maintain log book.","Revision",3152,"Record cash receipts and ticket fares.",8,"07/2004","Incumbent"
"53-3041.00","Follow relevant safety regulations and state laws governing vehicle operation, and ensure that passengers follow safety regulations.","Revision",3169,"Follow regulations governing taxi operation and ensure that passengers follow safety regulations.",9,"07/2004","Incumbent"
"53-3041.00","Operate vehicles with specialized equipment, such as wheelchair lifts to transport and secure passengers with special needs.","Revision",3179,"Operate vans with special equipment, such as wheelchair lifts to transport people with special needs.",5,"07/2004","Incumbent"
"53-4021.00","Conduct brake tests to determine the condition of brakes on trains.","New",,,6,"06/2007","Incumbent"
"53-5011.00","Load or unload materials, vehicles or passengers from vessels.","Revision",14466,"Load or unload materials from vessels.",5,"06/2007","Incumbent"
"53-5021.01","Adjust navigation according to weather conditions.","New",,,7,"06/2007","Incumbent"
"53-5021.01","Conduct safety drills with crew.","New",,,5,"06/2007","Incumbent"
"53-5021.01","Dock and undock vessels, sometimes maneuvering through narrow spaces such as locks.","New",,,8,"06/2007","Incumbent"
"53-6021.00","Call emergency responders or the proper authorities and provide motorist assistance, such as giving directions or helping jump start a stalled vehicle.","New",,,7,"07/2004","Incumbent"
"53-6021.00","Explain and calculate parking charges, collect fees from customers, and respond to customer complaints.","Revision",3193,"Calculate parking charges, and collect fees from customers.",10,"07/2004","Incumbent"
"53-6021.00","Issue ticket stubs or place numbered tags on windshields, log tags or attach tag to customers' keys, and give customers matching tags for locating parked vehicles.","Revision",3194,"Issue ticket stubs, or place numbered tags on windshields, and give customers matching tags for locating parked vehicles.",6,"07/2004","Incumbent"
"53-6021.00","Perform cash handling tasks, such as making change, balancing and recording cash drawer, and distributing tips.","New",,,10,"07/2004","Incumbent"
"53-6021.00","Perform personnel activities, such as supervising and scheduling employees.","New",,,11,"07/2004","Incumbent"
"53-6021.00","Provide customer assistance and information, such as giving directions and handling wheelchairs.","New",,,20,"07/2004","Incumbent"
"53-6051.08","Visually inspect cargo for damage upon arrival or discharge.","New",,,6,"06/2008","Incumbent"
"53-7011.00","Observe packages moving along conveyors in order to identify packages, detect defective packaging and perform quality control.","Revision",10762,"Observe packages moving along conveyors in order to identify packages and to detect defective packaging.",5,"06/2006","Incumbent"
"53-7031.00","Perform maintenance on dredge equipment, such as changing engine oil.","New",,,6,"06/2008","Incumbent"
"53-7073.00","Change water filters.","New",,,5,"12/2004","Incumbent"
"53-7073.00","Gauge oil and gas production.","New",,,14,"12/2004","Incumbent"
"53-7073.00","Monitor pumps and flow lines for gas and fluid leaks.","New",,,7,"12/2004","Incumbent"
"53-7111.00","Clean, fuel, service, and perform safety checks on all equipment, and repair and replace parts as necessary.","Revision",5028,"Clean, fuel, and service equipment, and repair and replace parts as necessary.",16,"12/2004","Incumbent"
"53-7111.00","Examine roadway and clear obstructions from the path of travel.","New",,,8,"12/2004","Incumbent"
"53-7111.00","Handle high voltage sources and hang electrical cables.","New",,,8,"12/2004","Incumbent"
