WA Name,IWA Title,DWA Title,DWA ID,IWA ID,Element ID
"Communicating with Supervisors, Peers, or Subordinates","Discuss legal matters with clients, disputants, or legal professionals or staff.",Meet with individuals involved in legal processes to provide information and clarify issues.,4.A.4.a.2.I12.D01,4.A.4.a.2.I12,4.A.4.a.2
"Communicating with Supervisors, Peers, or Subordinates","Discuss legal matters with clients, disputants, or legal professionals or staff.",Confer with court staff to clarify information.,4.A.4.a.2.I12.D02,4.A.4.a.2.I12,4.A.4.a.2
"Communicating with Supervisors, Peers, or Subordinates",Confer with clients to determine needs or order specifications.,Discuss service options or needs with clients.,4.A.4.a.2.I13.D01,4.A.4.a.2.I13,4.A.4.a.2
"Communicating with Supervisors, Peers, or Subordinates",Confer with clients to determine needs or order specifications.,Confer with clients to exchange information.,4.A.4.a.2.I13.D02,4.A.4.a.2.I13,4.A.4.a.2
"Communicating with Supervisors, Peers, or Subordinates",Confer with clients to determine needs or order specifications.,Confer with clients to determine needs.,4.A.4.a.2.I13.D03,4.A.4.a.2.I13,4.A.4.a.2
"Communicating with Supervisors, Peers, or Subordinates",Confer with clients to determine needs or order specifications.,Confer with customers or users to assess problems.,4.A.4.a.2.I13.D04,4.A.4.a.2.I13,4.A.4.a.2
"Communicating with Supervisors, Peers, or Subordinates",Confer with clients to determine needs or order specifications.,Confer with customers or designers to determine order specifications.,4.A.4.a.2.I13.D05,4.A.4.a.2.I13,4.A.4.a.2
"Communicating with Supervisors, Peers, or Subordinates",Confer with clients to determine needs or order specifications.,Discuss designs or plans with clients.,4.A.4.a.2.I13.D06,4.A.4.a.2.I13,4.A.4.a.2
Communicating with Persons Outside Organization,Present information in legal proceedings.,Testify at legal or legislative proceedings.,4.A.4.a.3.I01.D01,4.A.4.a.3.I01,4.A.4.a.3
Communicating with Persons Outside Organization,Present information in legal proceedings.,Represent the interests of clients in legal proceedings.,4.A.4.a.3.I01.D02,4.A.4.a.3.I01,4.A.4.a.3
Communicating with Persons Outside Organization,Provide information or assistance to the public.,Communicate health and wellness information to the public.,4.A.4.a.3.I02.D01,4.A.4.a.3.I02,4.A.4.a.3
Communicating with Persons Outside Organization,Provide information or assistance to the public.,Present sustainable products or services information to the public.,4.A.4.a.3.I02.D02,4.A.4.a.3.I02,4.A.4.a.3
Communicating with Persons Outside Organization,Provide information or assistance to the public.,Present information to the public.,4.A.4.a.3.I02.D03,4.A.4.a.3.I02,4.A.4.a.3
Communicating with Persons Outside Organization,Provide information or assistance to the public.,Provide educational information to the public.,4.A.4.a.3.I02.D04,4.A.4.a.3.I02,4.A.4.a.3
Communicating with Persons Outside Organization,Provide information or assistance to the public.,Provide technical information or assistance to public.,4.A.4.a.3.I02.D05,4.A.4.a.3.I02,4.A.4.a.3
Communicating with Persons Outside Organization,Provide information or assistance to the public.,Explain project details to the general public.,4.A.4.a.3.I02.D06,4.A.4.a.3.I02,4.A.4.a.3
Communicating with Persons Outside Organization,Provide information or assistance to the public.,Report news to the public.,4.A.4.a.3.I02.D07,4.A.4.a.3.I02,4.A.4.a.3
Communicating with Persons Outside Organization,Provide information or assistance to the public.,Provide information to the general public.,4.A.4.a.3.I02.D08,4.A.4.a.3.I02,4.A.4.a.3
Communicating with Persons Outside Organization,Provide information or assistance to the public.,Present social services program information to the public.,4.A.4.a.3.I02.D09,4.A.4.a.3.I02,4.A.4.a.3
Communicating with Persons Outside Organization,Provide information or assistance to the public.,"Inform viewers, listeners, or audiences.",4.A.4.a.3.I02.D10,4.A.4.a.3.I02,4.A.4.a.3
Communicating with Persons Outside Organization,"Provide information to guests, clients, or customers.",Present food or beverage information or menus to customers.,4.A.4.a.3.I03.D01,4.A.4.a.3.I03,4.A.4.a.3
Communicating with Persons Outside Organization,"Provide information to guests, clients, or customers.",Present business-related information to audiences.,4.A.4.a.3.I03.D02,4.A.4.a.3.I03,4.A.4.a.3
Communicating with Persons Outside Organization,"Provide information to guests, clients, or customers.",Provide attraction or event information to patrons.,4.A.4.a.3.I03.D03,4.A.4.a.3.I03,4.A.4.a.3
Communicating with Persons Outside Organization,"Provide information to guests, clients, or customers.",Discuss account status or activity with customers or patrons.,4.A.4.a.3.I03.D04,4.A.4.a.3.I03,4.A.4.a.3
Communicating with Persons Outside Organization,"Provide information to guests, clients, or customers.",Provide customer service to clients or users.,4.A.4.a.3.I03.D05,4.A.4.a.3.I03,4.A.4.a.3
Communicating with Persons Outside Organization,"Provide information to guests, clients, or customers.",Inform individuals or organizations of status or findings.,4.A.4.a.3.I03.D06,4.A.4.a.3.I03,4.A.4.a.3
Communicating with Persons Outside Organization,"Provide information to guests, clients, or customers.",Provide notifications to customers or patrons.,4.A.4.a.3.I03.D07,4.A.4.a.3.I03,4.A.4.a.3
Communicating with Persons Outside Organization,"Provide information to guests, clients, or customers.",Provide customers with general information or assistance.,4.A.4.a.3.I03.D08,4.A.4.a.3.I03,4.A.4.a.3
Communicating with Persons Outside Organization,"Provide information to guests, clients, or customers.","Provide basic information to guests, visitors, or clients.",4.A.4.a.3.I03.D09,4.A.4.a.3.I03,4.A.4.a.3
Communicating with Persons Outside Organization,"Provide information to guests, clients, or customers.",Provide patrons with directions to locales or attractions.,4.A.4.a.3.I03.D10,4.A.4.a.3.I03,4.A.4.a.3
Communicating with Persons Outside Organization,"Provide information to guests, clients, or customers.",Answer telephones to direct calls or provide information.,4.A.4.a.3.I03.D11,4.A.4.a.3.I03,4.A.4.a.3
Communicating with Persons Outside Organization,"Provide information to guests, clients, or customers.",Provide transportation information to passengers or customers.,4.A.4.a.3.I03.D12,4.A.4.a.3.I03,4.A.4.a.3
Establishing and Maintaining Interpersonal Relationships,Develop professional relationships or networks.,Develop collaborative relationships between departments or with external organizations.,4.A.4.a.4.I01.D01,4.A.4.a.4.I01,4.A.4.a.4
Establishing and Maintaining Interpersonal Relationships,Develop professional relationships or networks.,Develop business relationships.,4.A.4.a.4.I01.D02,4.A.4.a.4.I01,4.A.4.a.4
Establishing and Maintaining Interpersonal Relationships,Develop professional relationships or networks.,Develop working relationships with others to facilitate program activities.,4.A.4.a.4.I01.D03,4.A.4.a.4.I01,4.A.4.a.4
Establishing and Maintaining Interpersonal Relationships,Develop professional relationships or networks.,Establish interpersonal business relationships to facilitate work activities.,4.A.4.a.4.I01.D04,4.A.4.a.4.I01,4.A.4.a.4
Establishing and Maintaining Interpersonal Relationships,Develop professional relationships or networks.,Develop professional relationships or networks.,4.A.4.a.4.I01.D05,4.A.4.a.4.I01,4.A.4.a.4
Assisting and Caring for Others,Assist others to access additional services or resources.,Refer customers to appropriate personnel.,4.A.4.a.5.I01.D01,4.A.4.a.5.I01,4.A.4.a.5
Assisting and Caring for Others,Assist others to access additional services or resources.,Refer patients to other healthcare practitioners or health resources.,4.A.4.a.5.I01.D02,4.A.4.a.5.I01,4.A.4.a.5
Assisting and Caring for Others,Assist others to access additional services or resources.,Help clients get needed services or resources.,4.A.4.a.5.I01.D03,4.A.4.a.5.I01,4.A.4.a.5
Assisting and Caring for Others,Assist others to access additional services or resources.,Arrange physical or mental health services for clients.,4.A.4.a.5.I01.D04,4.A.4.a.5.I01,4.A.4.a.5
Assisting and Caring for Others,Assist others to access additional services or resources.,Refer individuals to educational or work programs.,4.A.4.a.5.I01.D05,4.A.4.a.5.I01,4.A.4.a.5
Assisting and Caring for Others,Assist others to access additional services or resources.,Refer clients to community or social service programs.,4.A.4.a.5.I01.D06,4.A.4.a.5.I01,4.A.4.a.5
Assisting and Caring for Others,Administer therapeutic treatments.,Treat patients using psychological therapies.,4.A.4.a.5.I02.D01,4.A.4.a.5.I02,4.A.4.a.5
Assisting and Caring for Others,Administer therapeutic treatments.,Implement therapeutic programs to improve patient functioning.,4.A.4.a.5.I02.D02,4.A.4.a.5.I02,4.A.4.a.5
Assisting and Caring for Others,Administer therapeutic treatments.,Administer therapy treatments to patients using hands or physical treatment aids.,4.A.4.a.5.I02.D03,4.A.4.a.5.I02,4.A.4.a.5
Assisting and Caring for Others,Administer therapeutic treatments.,Administer therapeutic massages.,4.A.4.a.5.I02.D04,4.A.4.a.5.I02,4.A.4.a.5
Assisting and Caring for Others,Administer therapeutic treatments.,Treat patients using physical therapy techniques.,4.A.4.a.5.I02.D05,4.A.4.a.5.I02,4.A.4.a.5
Assisting and Caring for Others,Administer basic health care or medical treatments.,Give medications or immunizations.,4.A.4.a.5.I03.D01,4.A.4.a.5.I03,4.A.4.a.5
Assisting and Caring for Others,Administer basic health care or medical treatments.,Administer basic health care or medical treatments.,4.A.4.a.5.I03.D02,4.A.4.a.5.I03,4.A.4.a.5
Assisting and Caring for Others,Administer basic health care or medical treatments.,Administer anesthetics or sedatives to control pain.,4.A.4.a.5.I03.D03,4.A.4.a.5.I03,4.A.4.a.5
Assisting and Caring for Others,Administer basic health care or medical treatments.,Care for women during pregnancy and childbirth.,4.A.4.a.5.I03.D04,4.A.4.a.5.I03,4.A.4.a.5
Assisting and Caring for Others,Administer basic health care or medical treatments.,Provide basic health care services.,4.A.4.a.5.I03.D05,4.A.4.a.5.I03,4.A.4.a.5
Assisting and Caring for Others,Administer basic health care or medical treatments.,Administer non-intravenous medications.,4.A.4.a.5.I03.D06,4.A.4.a.5.I03,4.A.4.a.5
Assisting and Caring for Others,Administer basic health care or medical treatments.,Immunize patients.,4.A.4.a.5.I03.D07,4.A.4.a.5.I03,4.A.4.a.5
Assisting and Caring for Others,Administer basic health care or medical treatments.,Administer intravenous medications.,4.A.4.a.5.I03.D08,4.A.4.a.5.I03,4.A.4.a.5
Assisting and Caring for Others,Administer basic health care or medical treatments.,Administer blood or other fluids intravenously.,4.A.4.a.5.I03.D09,4.A.4.a.5.I03,4.A.4.a.5
Assisting and Caring for Others,Administer basic health care or medical treatments.,Administer medical substances for imaging or other procedures.,4.A.4.a.5.I03.D10,4.A.4.a.5.I03,4.A.4.a.5
Assisting and Caring for Others,Administer basic health care or medical treatments.,"Apply bandages, dressings, or splints.",4.A.4.a.5.I03.D11,4.A.4.a.5.I03,4.A.4.a.5
Assisting and Caring for Others,Care for plants or animals.,Care for plants or animals.,4.A.4.a.5.I04.D01,4.A.4.a.5.I04,4.A.4.a.5
Assisting and Caring for Others,Care for plants or animals.,Care for animals.,4.A.4.a.5.I04.D02,4.A.4.a.5.I04,4.A.4.a.5
Assisting and Caring for Others,Care for plants or animals.,Perform animal breeding procedures.,4.A.4.a.5.I04.D03,4.A.4.a.5.I04,4.A.4.a.5
Assisting and Caring for Others,Care for plants or animals.,Provide care for animals.,4.A.4.a.5.I04.D04,4.A.4.a.5.I04,4.A.4.a.5
Assisting and Caring for Others,Intervene in crisis situations or emergencies.,Rescue people from hazardous situations.,4.A.4.a.5.I05.D01,4.A.4.a.5.I05,4.A.4.a.5
Assisting and Caring for Others,Intervene in crisis situations or emergencies.,Respond to emergencies to provide assistance.,4.A.4.a.5.I05.D02,4.A.4.a.5.I05,4.A.4.a.5
Assisting and Caring for Others,Intervene in crisis situations or emergencies.,Respond to transportation emergencies.,4.A.4.a.5.I05.D03,4.A.4.a.5.I05,4.A.4.a.5
Assisting and Caring for Others,Intervene in crisis situations or emergencies.,Assist others during emergencies.,4.A.4.a.5.I05.D04,4.A.4.a.5.I05,4.A.4.a.5
Assisting and Caring for Others,Fit assistive devices to patients or clients.,"Fit eyeglasses, contact lenses, or other vision aids.",4.A.4.a.5.I06.D01,4.A.4.a.5.I06,4.A.4.a.5
Assisting and Caring for Others,Fit assistive devices to patients or clients.,Fit patients for assistive devices.,4.A.4.a.5.I06.D02,4.A.4.a.5.I06,4.A.4.a.5
Assisting and Caring for Others,Administer emergency medical treatment.,Provide first aid or rescue assistance in emergencies.,4.A.4.a.5.I07.D01,4.A.4.a.5.I07,4.A.4.a.5
Assisting and Caring for Others,Administer emergency medical treatment.,Administer first aid.,4.A.4.a.5.I07.D02,4.A.4.a.5.I07,4.A.4.a.5
Assisting and Caring for Others,Administer emergency medical treatment.,Treat medical emergencies.,4.A.4.a.5.I07.D03,4.A.4.a.5.I07,4.A.4.a.5
Assisting and Caring for Others,Administer emergency medical treatment.,Implement advanced life support techniques.,4.A.4.a.5.I07.D04,4.A.4.a.5.I07,4.A.4.a.5
Assisting and Caring for Others,Assist individuals with paperwork.,Assist individuals with paperwork.,4.A.4.a.5.I08.D01,4.A.4.a.5.I08,4.A.4.a.5
Assisting and Caring for Others,Assist individuals with special needs.,Feed patients.,4.A.4.a.5.I09.D01,4.A.4.a.5.I09,4.A.4.a.5
Assisting and Caring for Others,Assist individuals with special needs.,Assist patients with hygiene or daily living activities.,4.A.4.a.5.I09.D02,4.A.4.a.5.I09,4.A.4.a.5
Assisting and Caring for Others,Assist individuals with special needs.,Assist clients in handling details of daily life.,4.A.4.a.5.I09.D03,4.A.4.a.5.I09,4.A.4.a.5
Assisting and Caring for Others,Assist individuals with special needs.,Develop daily schedules for children or families.,4.A.4.a.5.I09.D04,4.A.4.a.5.I09,4.A.4.a.5
Assisting and Caring for Others,Assist individuals with special needs.,Assist students with special educational needs.,4.A.4.a.5.I09.D05,4.A.4.a.5.I09,4.A.4.a.5
Assisting and Caring for Others,Assist individuals with special needs.,Assist disabled or incapacitated individuals.,4.A.4.a.5.I09.D06,4.A.4.a.5.I09,4.A.4.a.5
Assisting and Caring for Others,Assist individuals with special needs.,Assist individuals with special needs.,4.A.4.a.5.I09.D07,4.A.4.a.5.I09,4.A.4.a.5
Assisting and Caring for Others,Assist individuals with special needs.,Provide for basic needs of children.,4.A.4.a.5.I09.D08,4.A.4.a.5.I09,4.A.4.a.5
Assisting and Caring for Others,Assist individuals with special needs.,Assist patients with daily activities.,4.A.4.a.5.I09.D09,4.A.4.a.5.I09,4.A.4.a.5
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.",Assist motorists or pedestrians.,4.A.4.a.5.I10.D01,4.A.4.a.5.I10,4.A.4.a.5
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.","Greet customers, patrons, or visitors.",4.A.4.a.5.I10.D02,4.A.4.a.5.I10,4.A.4.a.5
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.",Assist customers to ensure comfort or safety.,4.A.4.a.5.I10.D03,4.A.4.a.5.I10,4.A.4.a.5
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.",Assist patrons with entering or exiting vehicles or other forms of transportation.,4.A.4.a.5.I10.D04,4.A.4.a.5.I10,4.A.4.a.5
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.","Make travel, accommodations, or entertainment arrangements for others.",4.A.4.a.5.I10.D05,4.A.4.a.5.I10,4.A.4.a.5
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.",Assist passengers during vehicle boarding.,4.A.4.a.5.I10.D06,4.A.4.a.5.I10,4.A.4.a.5
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.",Help patrons use library or archival resources.,4.A.4.a.5.I10.D07,4.A.4.a.5.I10,4.A.4.a.5
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.",Assist customers with seating arrangements.,4.A.4.a.5.I10.D08,4.A.4.a.5.I10,4.A.4.a.5
Assisting and Caring for Others,"Provide general assistance to others, such as customers, patrons, or motorists.",Arrange services or reservations for patrons.,4.A.4.a.5.I10.D09,4.A.4.a.5.I10,4.A.4.a.5
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Assist practitioners to perform medical procedures.,4.A.4.a.5.I11.D01,4.A.4.a.5.I11,4.A.4.a.5
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Hold patients to ensure proper positioning or safety.,4.A.4.a.5.I11.D02,4.A.4.a.5.I11,4.A.4.a.5
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Adjust positions of patients on beds or tables.,4.A.4.a.5.I11.D03,4.A.4.a.5.I11,4.A.4.a.5
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Position patients for treatment or examination.,4.A.4.a.5.I11.D04,4.A.4.a.5.I11,4.A.4.a.5
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Assist healthcare practitioners during examinations or treatments.,4.A.4.a.5.I11.D05,4.A.4.a.5.I11,4.A.4.a.5
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Assist healthcare practitioners during surgery.,4.A.4.a.5.I11.D06,4.A.4.a.5.I11,4.A.4.a.5
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Prepare patients physically for medical procedures.,4.A.4.a.5.I11.D07,4.A.4.a.5.I11,4.A.4.a.5
Assisting and Caring for Others,Assist healthcare practitioners during medical procedures.,Maintain sterile operative fields.,4.A.4.a.5.I11.D08,4.A.4.a.5.I11,4.A.4.a.5
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.",Care for patients with mental illnesses.,4.A.4.a.5.I12.D01,4.A.4.a.5.I12,4.A.4.a.5
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.","Treat acute illnesses, infections, or injuries.",4.A.4.a.5.I12.D02,4.A.4.a.5.I12,4.A.4.a.5
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.",Operate on patients to treat conditions.,4.A.4.a.5.I12.D03,4.A.4.a.5.I12,4.A.4.a.5
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.",Treat dental problems or diseases.,4.A.4.a.5.I12.D04,4.A.4.a.5.I12,4.A.4.a.5
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.",Treat animal injuries or illnesses.,4.A.4.a.5.I12.D05,4.A.4.a.5.I12,4.A.4.a.5
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.",Administer cancer treatments.,4.A.4.a.5.I12.D06,4.A.4.a.5.I12,4.A.4.a.5
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.",Treat chronic diseases or disorders.,4.A.4.a.5.I12.D07,4.A.4.a.5.I12,4.A.4.a.5
Assisting and Caring for Others,"Treat injuries, illnesses, or diseases.",Treat patients using alternative medical procedures.,4.A.4.a.5.I12.D08,4.A.4.a.5.I12,4.A.4.a.5
Selling or Influencing Others,Advocate for individual or community needs.,Advocate for individual or community needs.,4.A.4.a.6.I01.D01,4.A.4.a.6.I01,4.A.4.a.6
Selling or Influencing Others,Sell products or services.,Merchandise healthcare products or services.,4.A.4.a.6.I02.D01,4.A.4.a.6.I02,4.A.4.a.6
Selling or Influencing Others,Sell products or services.,Sell agricultural products.,4.A.4.a.6.I02.D02,4.A.4.a.6.I02,4.A.4.a.6
Selling or Influencing Others,Sell products or services.,Customize financial products or services to meet customer needs.,4.A.4.a.6.I02.D03,4.A.4.a.6.I02,4.A.4.a.6
Selling or Influencing Others,Sell products or services.,Contract real estate to clients.,4.A.4.a.6.I02.D04,4.A.4.a.6.I02,4.A.4.a.6
Selling or Influencing Others,Sell products or services.,Sell products or services.,4.A.4.a.6.I02.D05,4.A.4.a.6.I02,4.A.4.a.6
Selling or Influencing Others,Sell products or services.,Customize energy products or services to meet customer needs.,4.A.4.a.6.I02.D06,4.A.4.a.6.I02,4.A.4.a.6
Selling or Influencing Others,"Promote products, services, or programs.",Perform marketing activities.,4.A.4.a.6.I03.D01,4.A.4.a.6.I03,4.A.4.a.6
Selling or Influencing Others,"Promote products, services, or programs.",Demonstrate products to consumers.,4.A.4.a.6.I03.D02,4.A.4.a.6.I03,4.A.4.a.6
Selling or Influencing Others,"Promote products, services, or programs.",Promote environmental sustainability or conservation initiatives.,4.A.4.a.6.I03.D03,4.A.4.a.6.I03,4.A.4.a.6
Selling or Influencing Others,"Promote products, services, or programs.","Market products, services, or events.",4.A.4.a.6.I03.D04,4.A.4.a.6.I03,4.A.4.a.6
Selling or Influencing Others,"Promote products, services, or programs.",Contact current or potential customers to promote products or services.,4.A.4.a.6.I03.D05,4.A.4.a.6.I03,4.A.4.a.6
Selling or Influencing Others,"Promote products, services, or programs.",Promote educational institutions or programs.,4.A.4.a.6.I03.D06,4.A.4.a.6.I03,4.A.4.a.6
Selling or Influencing Others,"Promote products, services, or programs.",Deliver promotional presentations to current or prospective customers.,4.A.4.a.6.I03.D07,4.A.4.a.6.I03,4.A.4.a.6
Selling or Influencing Others,"Promote products, services, or programs.",Promote agricultural or hunting activities.,4.A.4.a.6.I03.D08,4.A.4.a.6.I03,4.A.4.a.6
Selling or Influencing Others,"Promote products, services, or programs.",Distribute promotional literature or samples to customers.,4.A.4.a.6.I03.D09,4.A.4.a.6.I03,4.A.4.a.6
Selling or Influencing Others,"Promote products, services, or programs.","Promote products, activities, or organizations.",4.A.4.a.6.I03.D10,4.A.4.a.6.I03,4.A.4.a.6
Selling or Influencing Others,"Promote products, services, or programs.","Model cosmetics, clothing, or accessories.",4.A.4.a.6.I03.D11,4.A.4.a.6.I03,4.A.4.a.6
Selling or Influencing Others,"Promote products, services, or programs.","Promote products, services, or programs.",4.A.4.a.6.I03.D12,4.A.4.a.6.I03,4.A.4.a.6
Resolving Conflicts and Negotiating with Others,Mediate disputes.,Resolve interpersonal conflicts.,4.A.4.a.7.I01.D01,4.A.4.a.7.I01,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Mediate disputes.,Arbitrate disputes between parties to resolve legal conflicts.,4.A.4.a.7.I01.D02,4.A.4.a.7.I01,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Mediate disputes.,Mediate disputes.,4.A.4.a.7.I01.D03,4.A.4.a.7.I01,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate sales or lease agreements for products or services.,4.A.4.a.7.I02.D01,4.A.4.a.7.I02,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Arrange collective bargaining agreements.,4.A.4.a.7.I02.D02,4.A.4.a.7.I02,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate labor disputes.,4.A.4.a.7.I02.D03,4.A.4.a.7.I02,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,"Negotiate contracts for transportation, distribution, or logistics services.",4.A.4.a.7.I02.D04,4.A.4.a.7.I02,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate purchases or contracts.,4.A.4.a.7.I02.D05,4.A.4.a.7.I02,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate financial arrangements.,4.A.4.a.7.I02.D06,4.A.4.a.7.I02,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate prices or other sales terms.,4.A.4.a.7.I02.D07,4.A.4.a.7.I02,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,"Negotiate contracts for environmental remediation, green energy, or renewable resources.",4.A.4.a.7.I02.D08,4.A.4.a.7.I02,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate agreements to resolve disputes.,4.A.4.a.7.I02.D09,4.A.4.a.7.I02,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate contracts with clients or service providers.,4.A.4.a.7.I02.D10,4.A.4.a.7.I02,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate project specifications.,4.A.4.a.7.I02.D11,4.A.4.a.7.I02,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Negotiate contracts or agreements.,Negotiate for services.,4.A.4.a.7.I02.D12,4.A.4.a.7.I02,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Resolve personnel or operational problems.,Resolve employee or contractor problems.,4.A.4.a.7.I03.D01,4.A.4.a.7.I03,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Resolve personnel or operational problems.,Resolve operational performance problems.,4.A.4.a.7.I03.D02,4.A.4.a.7.I03,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Resolve personnel or operational problems.,Resolve personnel problems.,4.A.4.a.7.I03.D03,4.A.4.a.7.I03,4.A.4.a.7
Resolving Conflicts and Negotiating with Others,Resolve personnel or operational problems.,Resolve issues affecting transportation operations.,4.A.4.a.7.I03.D04,4.A.4.a.7.I03,4.A.4.a.7
Performing for or Working Directly with the Public,Present arts or entertainment performances.,Audition for roles.,4.A.4.a.8.I01.D01,4.A.4.a.8.I01,4.A.4.a.8
Performing for or Working Directly with the Public,Present arts or entertainment performances.,Perform for recordings.,4.A.4.a.8.I01.D02,4.A.4.a.8.I01,4.A.4.a.8
Performing for or Working Directly with the Public,Present arts or entertainment performances.,Perform music for the public.,4.A.4.a.8.I01.D03,4.A.4.a.8.I01,4.A.4.a.8
Performing for or Working Directly with the Public,Present arts or entertainment performances.,Collaborate with others to prepare or perform artistic productions.,4.A.4.a.8.I01.D04,4.A.4.a.8.I01,4.A.4.a.8
Performing for or Working Directly with the Public,Present arts or entertainment performances.,Entertain public with comedic or dramatic performances.,4.A.4.a.8.I01.D05,4.A.4.a.8.I01,4.A.4.a.8
Performing for or Working Directly with the Public,Present arts or entertainment performances.,Perform dances.,4.A.4.a.8.I01.D06,4.A.4.a.8.I01,4.A.4.a.8
Performing for or Working Directly with the Public,Conduct amusement or gaming activities.,Operate gaming equipment.,4.A.4.a.8.I02.D01,4.A.4.a.8.I02,4.A.4.a.8
Performing for or Working Directly with the Public,Conduct amusement or gaming activities.,Conduct amusement or gaming activities.,4.A.4.a.8.I02.D02,4.A.4.a.8.I02,4.A.4.a.8
Performing for or Working Directly with the Public,Respond to customer problems or inquiries.,Respond to customer problems or complaints.,4.A.4.a.8.I03.D01,4.A.4.a.8.I03,4.A.4.a.8
Performing for or Working Directly with the Public,Respond to customer problems or inquiries.,Respond to customer inquiries.,4.A.4.a.8.I03.D02,4.A.4.a.8.I03,4.A.4.a.8
Performing for or Working Directly with the Public,Respond to customer problems or inquiries.,Answer customer questions about goods or services.,4.A.4.a.8.I03.D03,4.A.4.a.8.I03,4.A.4.a.8
Performing for or Working Directly with the Public,Respond to customer problems or inquiries.,Communicate with customers to resolve complaints or ensure satisfaction.,4.A.4.a.8.I03.D04,4.A.4.a.8.I03,4.A.4.a.8
Performing for or Working Directly with the Public,Respond to customer problems or inquiries.,Resolve customer complaints or problems.,4.A.4.a.8.I03.D05,4.A.4.a.8.I03,4.A.4.a.8
Performing for or Working Directly with the Public,Respond to customer problems or inquiries.,Correspond with customers to answer questions or resolve complaints.,4.A.4.a.8.I03.D06,4.A.4.a.8.I03,4.A.4.a.8
Training and Teaching Others,Teach life skills.,Teach basic living or other adaptive skills to patients or caregivers.,4.A.4.b.3.I01.D01,4.A.4.b.3.I01,4.A.4.b.3
Training and Teaching Others,Teach life skills.,Teach life skills or strategies to clients or their families.,4.A.4.b.3.I01.D02,4.A.4.b.3.I01,4.A.4.b.3
Training and Teaching Others,Teach life skills.,Teach daily living skills or behaviors.,4.A.4.b.3.I01.D03,4.A.4.b.3.I01,4.A.4.b.3
Training and Teaching Others,Teach life skills.,Teach life skills.,4.A.4.b.3.I01.D04,4.A.4.b.3.I01,4.A.4.b.3
Training and Teaching Others,Teach academic or vocational subjects.,Teach vocational courses.,4.A.4.b.3.I02.D01,4.A.4.b.3.I02,4.A.4.b.3
Training and Teaching Others,Teach academic or vocational subjects.,Teach classes in area of specialization.,4.A.4.b.3.I02.D02,4.A.4.b.3.I02,4.A.4.b.3
Training and Teaching Others,Teach academic or vocational subjects.,Teach social science courses at the college level.,4.A.4.b.3.I02.D03,4.A.4.b.3.I02,4.A.4.b.3
Training and Teaching Others,Teach academic or vocational subjects.,Lead classes or community events.,4.A.4.b.3.I02.D04,4.A.4.b.3.I02,4.A.4.b.3
